layer_name,0,1,2,3,4,5,6,7,8,9
layers,0.029130565,0.037496395,0.036490675,0.034723647,0.03967934,0.037927564,0.037764437,0.011033673,0.018130936,0.013384547
layers.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layers.1,0.019053044,0.019121906,0.019184424,0.019159866,0.01901821,0.01912772,0.019105636,0.019038731,0.019118153,0.019104686
layers.2,0.010006093,0.009973523,0.0099839,0.009939577,0.010046891,0.00999276,0.031173773,0.031198733,0.031170031,0.03113786
layers.3,0.019974709,0.019889668,0.019927463,0.019819085,0.020105522,0.019946232,0.07313036,0.07310722,0.07297443,0.072872266
layers.4,0.00207646,0.01897128,0.072413966,0.072610445,0.07262639,0.07232345,0.08949638,0.089506425,0.07288173,0.07271592
layers.5,0.0046945624,0.00062752515,0.0029436303,0.0028993413,0.0027704341,0.002943851,0.09990919,0.099923454,0.083297595,0.08311344
layers.6,0.004694567,0.00062752794,0.0029436275,0.002899344,0.002770437,0.002943853,0.09990914,0.09992342,0.08329762,0.08311336
layers.7,0.0074504185,0.00065844133,0.017690077,0.0154219605,0.01560908,0.01545837,0.05632336,0.056452308,0.04586716,0.045775935
layers.8,0.00953345,0.009456985,0.010257021,0.009266075,0.009249575,0.009834673,0.06529923,0.06534189,0.04839422,0.048439592
layers.9,0.006890312,0.0045833364,0.0047992542,0.0030272715,0.0030045342,0.0036161635,0.021993967,0.02202981,0.016528409,0.016481329
layers.10,0.011469252,0.016991243,0.017085798,0.011108369,0.011028551,0.012674347,0.0059582666,0.00706169,0.016252957,0.051491592
layers.11,0.007869504,0.002051033,0.036451653,0.030446127,0.03042148,0.031657867,0.013494432,0.012390591,0.0029803067,0.032158498
layers.12,0.008965164,0.025875837,0.07182567,0.06564898,0.06587176,0.06662209,0.048839107,0.04769981,0.03802268,0.002935484
layers.13,0.008965153,0.02587583,0.07182562,0.06564897,0.06587175,0.06662209,0.04883909,0.047699787,0.038022693,0.0029355101
layers.14,0.024026133,0.03937898,0.09424525,0.08556736,0.085820295,0.08769548,0.064473554,0.062534824,0.053953417,0.008042268
layers.15,0.019054055,0.18075237,0.12511641,0.118939705,0.11581632,0.10269136,0.10639674,0.10637619,0.10433142,0.10372749
layers.16,0.04154349,0.057611234,0.056399815,0.055590726,0.05642895,0.012931649,0.010661036,0.010477528,0.01130905,0.013901681
layers.17,0.03408412,0.051150106,0.057302378,0.056131974,0.05763431,0.0794723,0.05812824,0.054658175,0.05818682,0.09196542
layers.18,0.03579682,0.04557456,0.042828277,0.04193322,0.04320004,0.14262469,0.112630285,0.10839245,0.15300497,0.20434935
layers.19,0.022252746,0.03630086,0.030693613,0.029620089,0.030555762,0.14098234,0.022934733,0.023680402,0.029279923,0.029059479
layers.20,0.06106489,0.06982731,0.05222013,0.047599092,0.05100866,0.5069347,0.044885583,0.052340936,0.06281235,0.06374559
layers.21,0.02819162,0.028465217,0.022768559,0.020944944,0.02440591,0.34222275,0.011384804,0.016740955,0.028301792,0.031169029
layers.22,0.017761366,0.008324385,0.0023621265,0.0018753763,0.01624972,0.012949185,0.010962414,0.02263559,0.022679806,0.021838859
layers.23,0.017761363,0.008324381,0.0023621265,0.0018753819,0.01624972,0.012949187,0.010962415,0.022635592,0.022679802,0.021838864
layers.24,0.012329024,0.0007414445,0.0030734576,0.0026422981,0.013357082,0.0012442339,0.0048256125,0.020415759,0.020473238,0.02066053
layers.25,0.018791247,0.012468144,0.01713289,0.017197661,0.029135492,0.0037043616,0.014265131,0.00938192,0.008271523,0.0009881109
layers.26,0.013547543,0.021230295,0.019978754,0.019721773,0.025660932,0.0023661777,0.010567546,0.0116020925,0.050578475,0.04340912
layers.27,0.035886765,0.11344396,0.1066905,0.10619723,0.13316658,0.07482609,0.099008456,0.041777283,0.19340536,0.18499918
layers.28,0.04130417,0.14410058,0.13774347,0.13516244,0.17114681,0.074243516,0.10771346,0.03231214,0.22431447,0.22217609
