pt_ms,pt_tf,ms_tf
0.00011663446,4.4002325e-05,9.311569e-05
0.00011663446,4.0157633e-05,0.000100823876
7.406606e-05,4.581789e-05,8.7497676e-05
7.406606e-05,4.5799778e-05,8.748254e-05
7.406606e-05,4.5799778e-05,8.748254e-05
7.406606e-05,4.5799778e-05,8.748254e-05
0.00042154882,0.00019550356,0.0004435284
0.0010793416,0.0003685754,0.0012613104
0.0010793416,0.00036866785,0.0012614221
0.0010793416,0.00036866785,0.0012614221
0.0008126463,0.0005296145,0.001191648
0.0008126463,0.0005296145,0.001191648
0.0008126463,0.00052942196,0.0011913091
0.0008126463,0.0005296145,0.001191648
0.0008126463,0.0005296145,0.001191648
3.3149314e-05,2.7823908e-05,3.75255e-05
2.3040919e-05,1.4040025e-05,2.9496465e-05
1.2760502e-05,1.1126351e-05,8.855823e-06
1.2760502e-05,1.11263635e-05,8.855803e-06
4.7593632e-05,4.745794e-05,4.6153095e-06
4.7593632e-05,4.7440444e-05,4.758266e-06
0.00012715251,0.00011334646,0.00013426128
3.097114e-05,2.5634141e-05,3.1773292e-05
3.097114e-05,2.5803933e-05,3.167876e-05
3.1854834e-05,2.3795807e-05,3.4400215e-05
0.00014128008,0.000103978346,7.6935816e-05
5.3718068e-05,5.729378e-05,6.914798e-05
5.3718068e-05,5.729378e-05,6.914798e-05
0.0011921631,0.0012745298,0.0016486414
0.0012641094,0.0018576675,0.0010815983
0.0008956274,0.00090269296,0.0010810475
0.0008956274,0.0009023616,0.0010810634
0.0023189022,0.0018590303,0.0019621202
0.0025006414,0.0012837027,0.002722802
0.0025006414,0.0012836406,0.0027228992
0.0023020317,0.0023634797,0.0020747986
0.0023020317,0.0023596599,0.0020711373
0.001987534,0.0032948279,0.0033722322
0.001987534,0.0032948279,0.0033722322
0.001987534,0.0033240225,0.0033765784
