mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.119182125,-100,-100,0.18455994,2.4583583e-06,157.63898,True
0.33091682,-100,-100,0.18581592,0.08514176,0.12682346,True
0.35324386,-100,-100,0.24255586,0.23348,0.39129785,True
3401025.0,-100,-100,4666253.5,0.2334865,0.38409528,True
38338340.0,-100,-100,59836976.0,4067534.5,21187.227,True
38368560.0,-100,-100,60234410.0,18236266.0,6107.058,True
3208419600.0,-100,-100,7228894700.0,33196198.0,6107.5107,True
566853.9,-100,-100,1693300.9,8901060000000.0,6068.1123,True
677308.8,-100,-100,2298056.0,310437.8,226.24252,True
2848671.0,-100,-100,11015414.0,1451320.0,226.32027,True
79572750.0,-100,-100,307195970.0,1451308.5,227.53105,True
79573790.0,-100,-100,307191800.0,40540852.0,264.87125,True
483016200000.0,-100,-100,1222422600000.0,40449456.0,218.1541,True
1270947.2,-100,-100,4984697.0,1673140400000.0,1047366.7,True
336757250.0,-100,-100,4985356.0,641287.06,6071.588,False
46839075000.0,-100,-100,3519283.8,641287.06,28963802.0,False
46839075000.0,-100,-100,3519283.8,403504.4,585386100.0,True
10551691.0,-100,-100,48232108.0,403504.4,2153295.5,True
63284.523,-100,-100,408489.88,5281506.5,2153312.5,True
63284.523,-100,-100,408489.88,31621.176,157.63956,True
