pt_ms,pt_tf,ms_tf
4.9467275e-07,2.5860808e-07,4.38938e-07
6.2118954e-07,4.812963e-07,6.914917e-07
6.283153e-07,4.5338467e-07,5.770452e-07
5.2645385e-07,3.7403248e-07,4.816061e-07
1.7171484e-05,1.1036119e-05,1.6590018e-05
1.8111248e-05,1.1519747e-05,1.6414839e-05
2.5451272e-05,2.4751726e-05,2.9793862e-05
1.7179887e-05,1.1512965e-05,1.746494e-05
2.4468942e-05,1.4189171e-05,1.9527064e-05
6.749963e-05,5.0482155e-05,5.4760727e-05
6.270662e-05,5.686897e-05,6.0739712e-05
4.8698028e-05,4.4592187e-05,4.480192e-05
4.7205416e-05,3.4340686e-05,4.9150764e-05
6.318767e-05,4.564763e-05,6.042665e-05
8.039156e-05,5.985217e-05,7.866013e-05
0.00032468198,0.0002576569,0.00017029884
0.0008912654,0.000733143,0.0004703389
0.0049992525,0.0031989869,0.00319605
0.003168704,0.0023241164,0.0027800647
0.0015290794,0.0014077637,0.00165653
