mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.3323134,-100,-100,0.1053412,0.35445064,1.9889946,True
0.21591619,-100,-100,0.08059555,0.6338327,1.429606,True
0.1325219,-100,-100,0.07514927,1.0132557,1.5179136,True
0.12347046,-100,-100,0.07513808,1.3929577,1.6777296,True
0.10460332,-100,-100,0.06890171,1.374583,1.6960623,True
0.10596207,-100,-100,0.06826661,1.4425404,1.7071662,True
0.09386326,-100,-100,0.065822795,1.4144881,1.7557359,True
0.095271915,-100,-100,0.06626767,1.4419181,1.7167091,True
0.09873152,-100,-100,0.06493828,1.5175623,1.772622,True
0.088851914,-100,-100,0.06472873,1.4816008,1.7902095,True
0.08780721,-100,-100,0.06337876,1.6926016,1.9853276,True
0.091380574,-100,-100,0.06382086,1.6930736,1.9769545,True
0.091188885,-100,-100,0.064779975,1.6695757,1.9699829,True
0.09382108,-100,-100,0.062003203,1.6855917,1.9831698,True
0.093865804,-100,-100,0.064289056,1.752311,2.0718603,True
0.08646103,-100,-100,0.061931975,1.6985533,2.0342023,True
0.08796158,-100,-100,0.061869346,1.741538,2.0590916,True
0.09156693,-100,-100,0.06318604,1.7070267,2.1102998,True
0.101498075,-100,-100,0.06843916,1.6850575,2.0429049,True
0.10341071,-100,-100,0.06896511,1.6751757,1.9897568,True
