pt_ms,pt_tf,ms_tf
1.2276043,0.0021298975,1.2285204
1.2707493,0.0021427958,1.2715305
1.2888101,0.00093550386,1.2890363
1.3346083,0.0016782775,1.3356403
1.3591896,0.0009511113,1.3599304
1.3442334,0.0012973889,1.3450619
1.35904,0.0010596558,1.3599702
1.3583057,0.0011440038,1.3592459
1.3740125,0.0026124537,1.3758614
1.4509686,0.0023071468,1.452348
1.4969974,0.0022013516,1.4985679
1.4839718,0.0027878315,1.4857202
1.4857663,0.002232769,1.4871283
1.4434307,0.0018408954,1.4440315
1.449046,0.0020581007,1.4496747
1.4310254,0.0026222407,1.4318509
1.2095407,0.0011021852,1.2093573
1.1879547,0.0009159207,1.1881771
1.1402699,0.0013845324,1.1398888
1.1872485,0.0015885264,1.1863713
