mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.6286281,-100,-100,0.23448586,0.03740504,2.160633,True
0.44676208,-100,-100,0.16598874,0.33298272,1.4666791,True
0.4495142,-100,-100,0.16633005,0.31562743,1.4633904,True
0.45733714,-100,-100,0.16622958,0.32066354,1.4614434,True
0.5425534,-100,-100,0.17561866,0.31938726,1.4572166,True
0.5441987,-100,-100,0.17579994,0.55331016,1.5695791,True
0.71555364,-100,-100,0.22781403,1.5326934,2.012145,True
0.6852224,-100,-100,0.21966174,1.5176578,2.011295,True
0.60800606,-100,-100,0.2179358,1.542336,2.015215,True
0.59898037,-100,-100,0.21953328,1.5351543,2.0209296,True
0.62134665,-100,-100,0.22470567,1.5813438,2.0629582,True
0.66569626,-100,-100,0.2785987,1.6637228,2.0714555,True
0.6688012,-100,-100,0.28043792,1.7184495,2.098574,True
0.670728,-100,-100,0.28601402,1.7024763,2.0903265,True
0.57460153,-100,-100,0.21956415,1.7081821,2.0957859,True
0.56801397,-100,-100,0.21799128,1.7026038,2.1038318,True
0.5742247,-100,-100,0.23067814,1.7093102,2.1048436,True
0.54290867,-100,-100,0.19952519,1.6599698,2.0787883,True
0.5698476,-100,-100,0.21504365,1.6414568,2.1101012,True
0.56478685,-100,-100,0.21735556,1.7006958,2.1432915,True
