mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.8942202,-100,-100,0.29860654,0.79019,1.4200938,True
0.5987526,-100,-100,0.24753854,0.4302174,1.8636062,True
0.30113277,-100,-100,0.12934016,0.80581355,1.6921468,True
0.58086735,-100,-100,0.20289843,1.3261529,2.0000496,True
0.14556539,-100,-100,0.04010842,0.7545463,1.6595352,True
0.18066949,-100,-100,0.061814234,0.9501637,1.6339893,True
0.36149514,-100,-100,0.1504706,0.9045888,1.558306,True
0.23168989,-100,-100,0.07979341,1.1646528,2.0730505,True
0.33163193,-100,-100,0.108561635,0.709865,1.4641011,True
0.12797669,-100,-100,0.037705764,0.73095226,1.4348043,True
0.19657637,-100,-100,0.066760354,0.85354555,1.4267513,True
0.13082762,-100,-100,0.035859253,0.92996573,1.4815655,True
0.18384852,-100,-100,0.05349172,0.99263734,1.5215616,True
0.26876315,-100,-100,0.082328506,0.73644793,1.4574919,True
0.13030766,-100,-100,0.037969492,0.6779294,1.4227915,True
0.24791805,-100,-100,0.080441125,0.9270687,1.5561414,True
0.23189956,-100,-100,0.0910002,0.9028195,1.6569877,True
0.20960596,-100,-100,0.07653267,3.5529747,1.9326458,True
0.18435678,-100,-100,0.06202188,1.1670339,1.8698065,True
0.17778793,-100,-100,0.06653116,1.0467192,1.9155738,False
