pt_ms,pt_tf,ms_tf
0.013151041,0.0112445913255214,0.007263352163136
13580429.0,-100.0,-100.0
10799108.0,6334067.5,7201280.0
9931068.0,-100.0,-100.0
119910520.0,117832472.0,48931892.0
65230.848,105653.0625,92232.15625
4774326.5,4905530.5,1880415.0
2254418.8,-100.0,-100.0
196240290.0,250487504.0,243418496.0
97802190.0,236146816.0,286148512.0
73137.125,82555.5,122625.1953125
98786.11,104772.6015625,75476.1796875
59.25969,-100.0,-100.0
6581.0913,7299.68896484375,6267.57958984375
286691.38,263149.71875,140538.140625
2057398.1,2259882.75,1473708.0
7799372300.0,5092386304.0,6060057600.0
38574740000.0,49313501184.0,51829235712.0
5736611.0,4933380.5,4128163.0
30724358.0,22680708.0,12771715.0
