pt_ms,pt_tf,ms_tf
0.2397346,-100,-100
0.25841153,-100,-100
0.25192845,-100,-100
0.22616975,-100,-100
246.82053,-100,-100
241.30888,-100,-100
357.76855,-100,-100
367.65213,-100,-100
454.37677,-100,-100
0.9446397,-100,-100
1.20295,-100,-100
2.3073542,-100,-100
3.362081,-100,-100
5.835105,-100,-100
4.552749,-100,-100
2.776585,-100,-100
2.7801611,-100,-100
2.7350464,-100,-100
3.8313384,-100,-100
3.3780084,-100,-100
4.3205276,-100,-100
4.0397835,-100,-100
4.045277,-100,-100
4.043701,-100,-100
4.8813977,-100,-100
