,layer_name,0,1,2,3,4,5,6,7,8,9
0,inc.double_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,inc.double_conv.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,inc.double_conv.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,inc.double_conv.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,down1.maxpool_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,down1.maxpool_conv.1.double_conv.0,4.44537e-06,4.44537e-06,4.44537e-06,4.44537e-06,4.44537e-06,4.44537e-06,5.8902515e-07,5.8902515e-07,5.8902515e-07,8.9829337e-07
6,down1.maxpool_conv.1.double_conv.1,7.807503e-06,7.807501e-06,7.807501e-06,7.807501e-06,7.807501e-06,7.807501e-06,3.9305196e-06,3.9305196e-06,3.9305196e-06,6.5139575e-06
7,down1.maxpool_conv.1.double_conv.2,2.1117616e-05,1.3224002e-05,1.3224002e-05,1.3224002e-05,1.3224002e-05,1.3224002e-05,7.3483097e-06,7.3483097e-06,7.3483097e-06,3.0858937e-06
8,down1.maxpool_conv.1.double_conv.3,1.03819875e-05,4.464244e-06,4.464244e-06,4.464244e-06,4.464244e-06,4.464244e-06,1.7745588e-06,1.7745588e-06,1.7745588e-06,3.49537e-07
9,down2.maxpool_conv.0,1.03819875e-05,4.4642366e-06,4.4642366e-06,4.4642366e-06,4.4642366e-06,4.4642366e-06,1.7745733e-06,1.7745733e-06,1.7745733e-06,3.4954792e-07
10,down2.maxpool_conv.1.double_conv.0,1.3468125e-05,2.2219567e-05,2.2219567e-05,2.2219567e-05,2.2219567e-05,2.2219567e-05,1.4695252e-07,1.4695252e-07,1.4695252e-07,6.0129605e-06
11,down2.maxpool_conv.1.double_conv.1,9.694268e-06,1.956752e-05,1.956752e-05,1.956752e-05,1.956752e-05,1.3008299e-05,3.537482e-05,3.537482e-05,3.537482e-05,2.9214905e-05
12,down2.maxpool_conv.1.double_conv.2,3.9520688e-05,2.6589216e-05,2.6589216e-05,3.1838208e-05,3.1838208e-05,9.053008e-06,3.67866e-05,3.67866e-05,3.67866e-05,9.089868e-06
13,down2.maxpool_conv.1.double_conv.3,4.5287987e-05,6.023968e-05,6.023968e-05,6.138857e-05,6.138857e-05,5.621378e-05,9.7670476e-05,9.7670476e-05,9.7670476e-05,5.704623e-05
14,down3.maxpool_conv.0,4.5288e-05,6.02397e-05,6.02397e-05,6.138861e-05,6.138861e-05,5.621381e-05,9.7670534e-05,9.7670534e-05,9.7670534e-05,5.70462e-05
15,down3.maxpool_conv.1.double_conv.0,8.82789e-05,0.00010206485,0.00010206485,0.000101804806,0.000101804806,9.3012175e-05,5.434957e-05,5.434957e-05,5.434957e-05,1.832418e-05
16,down3.maxpool_conv.1.double_conv.1,4.2323612e-05,5.288105e-05,5.288105e-05,4.6907735e-05,4.6907735e-05,4.357742e-05,7.6271244e-06,7.6271244e-06,7.6271244e-06,5.8008736e-06
17,down3.maxpool_conv.1.double_conv.2,8.731999e-05,7.836992e-05,7.836992e-05,0.00010008234,0.00010008234,7.419934e-05,3.916491e-05,3.916491e-05,3.916491e-05,5.2149524e-05
18,down3.maxpool_conv.1.double_conv.3,1.4208606e-05,2.375331e-05,2.375331e-05,1.6805541e-05,1.6805541e-05,2.0815321e-05,0.0003492164,0.0003492164,0.0003492164,0.00025790196
19,down4.maxpool_conv.0,1.4208606e-05,2.375331e-05,2.375331e-05,1.6805541e-05,1.6805541e-05,2.0815321e-05,0.00034921628,0.00034921628,0.00034921628,0.00025790196
20,down4.maxpool_conv.1.double_conv.0,2.0424835e-05,1.2746721e-05,1.2746721e-05,2.4148438e-05,2.4148438e-05,5.9335434e-05,0.00036961306,0.00036961306,0.00037528924,0.00017690926
21,down4.maxpool_conv.1.double_conv.1,9.364798e-06,1.873364e-05,1.873364e-05,1.3716344e-06,1.3716344e-06,4.0836487e-05,9.705458e-06,9.705458e-06,1.0774384e-05,4.7851325e-05
22,down4.maxpool_conv.1.double_conv.2,0.00025734305,0.0002448674,0.0002448674,0.00028449227,0.00028449227,0.0003069525,0.000234043,0.000234043,0.00020368828,0.00037698343
23,down4.maxpool_conv.1.double_conv.3,0.00018165802,0.000102101185,0.000102101185,0.00011953438,0.00011953438,0.00012331206,0.00013082544,0.00013082544,0.000113155635,0.00022391672
24,up1.center_crop,1.4208665e-05,2.3753353e-05,2.3753353e-05,1.68056e-05,1.68056e-05,2.081535e-05,0.00034921625,0.00034921625,0.00034921625,0.000257902
25,up1.conv.double_conv.0,4.625239e-05,5.2493415e-06,2.9847142e-05,2.057408e-05,2.057408e-05,3.0505063e-05,0.00031818484,0.00031818484,0.0003097657,0.000122061116
26,up1.conv.double_conv.1,2.425426e-05,7.1518007e-06,8.220493e-06,2.6735099e-05,2.6735099e-05,2.5210815e-05,0.0002709472,0.0002709472,0.00023289848,0.0001391579
