mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.7349403,-100,-100,0.3409143,1.8698762e-05,17207.885,True
0.5689344,-100,-100,0.19139855,10.851097,1.4102881,True
0.59215665,-100,-100,0.17034483,10.851097,12.416477,True
74.36303,-100,-100,20.456663,2178.193,2642.7156,True
7717.0195,-100,-100,4949.869,276605.2,2642.7156,True
7717.0063,-100,-100,4949.956,276595.12,333528.9,False
179202.6,-100,-100,114988.15,276595.12,333528.9,True
45865740.0,-100,-100,29430418.0,70810000.0,440661.94,False
46137052.0,-100,-100,29604538.0,70810000.0,440831.8,True
46137052.0,-100,-100,29604538.0,70809656.0,102.34413,True
46137052.0,-100,-100,29604538.0,70809656.0,102.34413,False
46136610.0,-100,-100,29604264.0,70809656.0,102.34413,False
46136610.0,-100,-100,29604264.0,70808950.0,102.50461,False
46136430.0,-100,-100,29604116.0,70808580.0,102.50461,True
46136230.0,-100,-100,29603980.0,70808180.0,102.399414,True
46136230.0,-100,-100,29603980.0,70808180.0,119.01422,False
25363.58,-100,-100,16274.174,70808180.0,119.01422,False
25363.58,-100,-100,16274.176,1.4109199,18470.281,True
17995.854,-100,-100,11546.781,1.4109199,18470.324,True
17885.637,-100,-100,11476.064,1.4109199,17158.25,True
