mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success,mut_types
1.2136549,-100,-100,0.04291331,0.0,0.7289323,"True,True,True,True","LD,LS,RA,LC"
1.0208144,-100,-100,0.044916574,7.704932,4.7500467,"True,True,True,True","RA,NAI,NAI,WS"
1.0208144,-100,-100,0.044916574,7.7048507,3.4351048,"True,True,True,True","NS,LD,WS,GF"
1.0208144,-100,-100,0.044916574,7.7048507,3.4351048,"True,True,True,True","LC,LC,LD,WS"
1.0615958,-100,-100,0.044991136,7.7891145,3.4351048,"True,True,False,True","NS,NS,LA,NS"
1.0620556,-100,-100,0.044992603,7.788867,3.4897676,"True,True,True,True","GF,LD,RA,GF"
1.0620556,-100,-100,0.044992603,7.788867,3.4902835,"True,True,True,True","NEB,NS,LS,GF"
15.397477,-100,-100,0.585196,7.788867,3.4902835,"True,True,True,True","NEB,AFRM,RA,GF"
14.870051,-100,-100,0.563329,122.81785,134.84016,"True,True,True,True","AFRM,AFRM,RA,AFRM"
7.8170424,-100,-100,0.35858256,52.385517,60.114876,"True,True,True,True","NS,NEB,LD,LC"
7.6338563,-100,-100,0.33592522,52.418053,59.04949,"True,True,True,True","NAI,RA,GF,NAI"
1.6816634,-100,-100,0.46254808,12.141253,55.480213,"True,True,True,True","LD,GF,LD,NAI"
1.6847721,-100,-100,0.46310145,12.153799,12.585919,"True,True,True,True","NEB,NEB,LD,NAI"
1.703422,-100,-100,0.46436054,12.124842,12.562128,"True,True,True,True","LA,GF,LS,NEB"
1.6770127,-100,-100,0.4632024,12.163074,12.57505,"True,True,True,True","LC,LS,LD,NS"
1.6318692,-100,-100,0.43515238,12.139417,12.548805,"True,True,True,True","NS,LS,RA,LD"
2.0478563,-100,-100,0.5585866,13.267214,11.870866,"True,True,True,True","LC,GF,AFRM,NEB"
2.0444064,-100,-100,0.5600164,13.145261,13.550466,"True,True,True,False","LC,NEB,LC,LA"
2.049263,-100,-100,0.55790347,13.150052,13.577393,"True,True,True,True","LS,AFRM,RA,NAI"
2.9677393,-100,-100,0.8868254,9.350153,8.538544,"True,True,True,True","LD,LC,RA,RA"
0.107363425,-100,-100,0.02224136,6.79916,0.7498609,"True,False,True,True","AFRM,LA,GF,LC"
0.13372369,-100,-100,0.022074658,6.797063,0.71342915,"True,True,True,True","NEB,RA,LD,NS"
0.09195282,-100,-100,0.024643084,6.808715,0.701213,"True,True,True,True","NS,NEB,LC,NS"
0.09337944,-100,-100,0.024609953,6.8492765,0.72914267,"True,True,True,True","LD,LS,NAI,NAI"
0.08604127,-100,-100,0.020247646,6.814345,0.694919,"True,True,True,True","NS,AFRM,RA,NEB"
