mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success,mut_types
0.0010731112,-100,-100,0.011814952,0.023658946,,"True,True,True,True","LD,LS,RA,LC"
0.00039787602,-100,-100,0.004991033,0.07140821,0.067866564,"True,True,True,True","RA,NAI,NAI,WS"
0.00047698824,-100,-100,0.002235853,0.086670235,0.08666335,"True,True,True,True","NS,LD,WS,GF"
0.0004171333,-100,-100,0.0022727724,0.09011472,0.0901099,"False,True,True,True","LC,LC,LD,WS"
0.00039576355,-100,-100,0.0021319701,0.08654499,0.08684678,"True,True,False,True","NS,NS,LA,NS"
0.0005582625,-100,-100,0.0037552058,0.08819085,0.088194214,"True,True,True,True","GF,LD,RA,GF"
0.023472767,-100,-100,0.19443858,0.07991572,0.08541272,"True,True,True,True","NEB,NS,LS,GF"
0.023940504,-100,-100,0.18626197,0.08060281,0.08124329,"True,True,True,True","NEB,AFRM,RA,GF"
,-100,-100,,0.19474952,,"True,True,True,True","AFRM,AFRM,RA,AFRM"
,-100,-100,,0.24253611,,"True,True,True,True","NS,NEB,LD,LC"
,-100,-100,,0.22413531,,"True,True,True,True","NAI,RA,GF,NAI"
,-100,-100,,0.21801093,,"True,True,True,True","LD,GF,LD,NAI"
,-100,-100,,0.21198535,,"True,True,True,True","NEB,NEB,LD,NAI"
,-100,-100,,0.21117398,,"True,True,True,True","LA,GF,LS,NEB"
,-100,-100,,0.24897368,,"True,True,True,True","LC,LS,LD,NS"
,-100,-100,,0.26208988,,"True,False,True,True","NS,LS,RA,LD"
,-100,-100,,0.29539084,,"True,True,True,True","LC,GF,AFRM,NEB"
,-100,-100,,0.29516795,,"True,True,True,True","LC,NEB,LC,LA"
,-100,-100,,0.26746723,,"True,True,True,True","LS,AFRM,RA,NAI"
,-100,-100,,0.21993184,,"True,True,True,True","LD,LC,RA,RA"
,-100,-100,,0.20685735,,"True,False,True,True","AFRM,LA,GF,LC"
,-100,-100,,0.2676626,,"True,True,True,True","NEB,RA,LD,NS"
,-100,-100,,0.3501876,,"True,True,True,True","NS,NEB,LC,NS"
,-100,-100,,0.34912497,,"True,True,True,True","LD,LS,NAI,NAI"
,-100,-100,,0.36387846,,"True,True,True,True","NS,AFRM,RA,NEB"
