pt_ms,pt_tf,ms_tf
2.677358e-07,1.6078366e-07,2.934352e-07
2.2035563e-07,1.5022458e-07,2.802051e-07
2.1494718e-07,1.5076411e-07,2.7784617e-07
2.1849712e-07,1.5052136e-07,2.7958345e-07
2.0882504e-07,1.5909988e-07,2.8004553e-07
6.618455e-06,2.7612027e-06,9.174629e-06
7.5551857e-06,2.559857e-06,5.2013434e-06
4.4267492e-07,5.089206e-07,8.226733e-07
4.5564e-07,5.7155046e-07,9.0223114e-07
3.755698e-07,1.3377544e-07,3.923824e-07
3.6149834e-07,1.307134e-07,3.7685132e-07
3.6256515e-07,1.313946e-07,3.7807018e-07
3.5898861e-07,1.5843277e-07,3.918651e-07
3.5987009e-07,1.5735935e-07,3.91742e-07
3.19846e-07,1.827548e-07,4.044167e-07
3.1784572e-07,1.8604311e-07,4.0792295e-07
1.0264855e-05,3.5093735e-06,8.513315e-06
3.439521e-06,1.8432013e-06,4.359914e-06
2.8923318e-06,2.8218542e-06,3.0540284e-06
1.8897224e-07,2.9373632e-07,3.2050474e-07
