pt_ms,pt_tf,ms_tf
0.23545218,-100,-100
0.3839724,-100,-100
0.16018821,-100,-100
0.15711525,-100,-100
0.15711525,-100,-100
0.15711525,-100,-100
0.25984633,-100,-100
0.33800367,-100,-100
0.43462917,-100,-100
0.4391757,-100,-100
0.4391757,-100,-100
0.3365908,-100,-100
0.6233419,-100,-100
0.7197083,-100,-100
0.25044096,-100,-100
0.23296708,-100,-100
0.18723492,-100,-100
0.25819057,-100,-100
0.6060283,-100,-100
0.2438978,-100,-100
14.340581,-100,-100
6.021972,-100,-100
2.5637374,-100,-100
2.3940525,-100,-100
0.35974023,-100,-100
