pt_ms,pt_tf,ms_tf
6.023309e-05,-100,-100
3.7063815e-05,-100,-100
2.23404e-05,-100,-100
1.12026555e-05,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
0.0,-100,-100
