pt_ms,pt_tf,ms_tf
2.7027366,-100,-100
2.7553027,-100,-100
6.4390497,-100,-100
14.6152935,-100,-100
16.49852,-100,-100
18.333126,-100,-100
2515.3145,-100,-100
2617.7278,-100,-100
2945.9192,-100,-100
4562.9766,-100,-100
14021.315,-100,-100
12286.752,-100,-100
15593.696,-100,-100
21546.57,-100,-100
9944.815,-100,-100
2318.5444,-100,-100
958.16766,-100,-100
635.2486,-100,-100
755.60394,-100,-100
711.4018,-100,-100
1303.7407,-100,-100
194.95741,-100,-100
194.71045,-100,-100
52.99811,-100,-100
87.48647,-100,-100
