pt_ms,pt_tf,ms_tf
2.40979e-06,1.1423045e-06,2.6945183e-06
1.9735928e-06,4.994857e-07,1.8096458e-06
6.7254805e-06,2.6717844e-06,5.3188082e-06
7.144133e-06,4.1657154e-06,6.877897e-06
8.863425e-06,3.5353128e-06,8.2907745e-06
7.946555e-06,3.5574399e-06,7.883402e-06
3.872604e-06,3.117772e-06,5.8578685e-06
4.427227e-06,3.7669517e-06,3.1656186e-06
3.2411122e-06,3.400578e-06,3.7894279e-06
3.07079e-06,2.4313013e-06,3.633827e-06
2.9718403e-06,2.7370627e-06,3.821877e-06
2.8914485e-06,3.624085e-06,4.6267487e-06
2.1671917e-06,3.0630072e-06,3.756037e-06
2.8236088e-06,2.5615907e-06,3.9037623e-06
4.1215058e-06,3.3371928e-06,6.514772e-06
2.3879754e-06,2.8467139e-06,2.7244203e-06
3.6359586e-06,2.8635304e-06,4.0053483e-06
4.0771783e-06,3.6257052e-06,4.5314164e-06
5.978944e-06,3.0289298e-06,7.4265376e-06
4.4642043e-06,2.8184809e-06,5.7541374e-06
