,layer_name,0,1,2,3,4,5,6,7,8,9
0,embedding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,layer1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,layer1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,layer1.2,0.0,1.196508e-05,1.196508e-05,1.196508e-05,1.196508e-05,1.196508e-05,1.196508e-05,1.196508e-05,2.0222951e-06,4.0754758e-06
4,layer2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,layer2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,layer2.2,0.0,0.00030145296,0.0004117199,0.0004117199,0.0004117199,0.0004117199,0.0004117199,0.0036560486,0.0036560486,0.0037287308
7,layer3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,layer3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,layer3.2,0.0,0.0,0.0,0.0,0.006621143,0.0066211433,0.0066211433,0.0066211433,0.007768357,0.0074371165
10,fc,0.0,0.0012864769,0.0019232631,0.0018371046,0.016442776,0.016102314,0.016102314,0.04626313,0.038461834,0.040943086
11,drop,0.0,6.5523214e-05,0.00017041722,0.00017041722,0.0010323883,0.0010323883,0.0010323883,0.0019976252,0.0019909276,0.0020366164
