pt_ms,pt_tf,ms_tf
9.720578e-07,2.5795825e-07,7.744419e-07
3.7067857e-06,1.3952549e-06,4.4681847e-06
4.5163038e-06,8.880738e-07,4.1463445e-06
5.08058e-06,1.2623515e-06,4.855847e-06
5.6472422e-06,1.3713664e-06,5.6463246e-06
5.5724904e-06,1.5474317e-06,4.6907026e-06
5.3280014e-06,1.0931543e-06,4.8832253e-06
4.677227e-06,1.4453731e-06,3.8864105e-06
4.908291e-06,1.2426933e-06,4.177509e-06
1.9415456e-06,9.795508e-07,2.0209984e-06
2.71977e-06,1.0351733e-06,2.6123e-06
3.4742952e-06,1.8984007e-06,3.5186654e-06
3.4194502e-06,2.1632015e-06,3.7622772e-06
3.1853735e-06,2.1739802e-06,3.618693e-06
5.2362875e-06,2.5905608e-06,5.0270423e-06
3.6150916e-06,2.466157e-06,3.3915283e-06
3.715306e-06,2.4936116e-06,3.351942e-06
3.6714978e-06,2.5098814e-06,3.3572696e-06
3.6787085e-06,2.4857297e-06,3.293802e-06
4.6529744e-06,3.025726e-06,4.397157e-06
