,layer_name,0,1,2,3,4,5,6,7,8,9
0,feature_map.backbone.conv0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025748461,0.00013004243,3.7692487e-05,7.690489e-05
1,feature_map.backbone.conv0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.001531899,0.0016140044,0.0023793578,0.0013863742
2,feature_map.backbone.conv0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0032100454,0.003993407,0.0043653026,0.0037185103
3,feature_map.backbone.conv1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030478165,0.0030794889,0.0027553216,0.003569223
4,feature_map.backbone.conv1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.008293331,0.007735789,0.005915135,0.007737279
5,feature_map.backbone.conv1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21167998,0.214149,0.20892331,0.20858042
6,feature_map.backbone.layer1.0.conv1.0,0.0,0.0,0.0,1.4901161e-08,4.4703484e-08,1.4901161e-08,0.08517836,0.089551896,0.07983537,0.095525414
7,feature_map.backbone.layer1.0.conv1.1,0.0,0.0,0.0,0.06709665,0.026691914,0.046584427,0.34590086,0.36580142,0.34217027,0.36012572
8,feature_map.backbone.layer1.0.conv1.2,0.0,0.0,0.0,0.031361356,0.011804953,0.021434173,0.20503475,0.21704124,0.20488074,0.21291585
9,feature_map.backbone.layer1.0.conv2.0,0.0,0.0,0.0,0.0801795,0.024723664,0.0667921,0.15963401,0.16627221,0.15393867,0.17653435
10,feature_map.backbone.layer1.0.conv2.1,0.0,0.0,0.0,0.17890677,0.07250577,0.12961912,0.31552517,0.35969296,0.3112222,0.35331193
11,feature_map.backbone.layer1.0.conv2.2,0.0,0.0,0.0,0.13467902,0.07258575,0.10528134,0.20988147,0.23787223,0.20941773,0.23341991
12,feature_map.backbone.conv2.0,0.0,0.0,0.0,0.077418745,0.03321281,0.05536416,0.13087155,0.14616416,0.12887189,0.14056543
13,feature_map.backbone.conv2.1,0.0,0.0,0.0,0.003578037,0.017885238,0.012657136,0.1958696,0.19446069,0.1925157,0.23872977
14,feature_map.backbone.conv2.2,0.0,0.0,0.0,0.0044095665,0.005597532,0.0024567097,0.06776044,0.067573294,0.06501575,0.12251423
15,feature_map.backbone.layer2.0.conv1.0,0.0,0.0,0.0,0.014177814,0.019510582,0.026429594,0.06523915,0.0636425,0.0645871,0.07611932
16,feature_map.backbone.layer2.0.conv1.1,0.0,0.0,0.0,0.019197732,0.00151968,0.013483405,0.101849586,0.18025173,0.18207334,0.16897018
17,feature_map.backbone.layer2.0.conv1.2,0.0,0.0,0.0,0.0019892156,0.011103705,0.0073057413,0.025381371,0.13313343,0.13262701,0.13063802
18,feature_map.backbone.layer2.0.conv2.0,0.0,0.0,0.0,0.019668415,0.013407975,0.017926961,0.032029107,0.09003514,0.09233529,0.08468925
19,feature_map.backbone.layer2.0.conv2.1,0.0,0.0,0.0,0.0376907,0.034529686,0.036395997,0.030109912,0.03728375,0.04711774,0.024400204
20,feature_map.backbone.layer2.0.conv2.2,0.0,0.0,0.0,0.018325612,0.021755517,0.01974754,0.009848148,0.024899304,0.03153652,0.014092565
21,feature_map.backbone.layer2.1.conv1.0,0.0,0.0,0.0,0.027696624,0.003908187,0.019371927,0.10804547,0.08931324,0.076303676,0.083434924
22,feature_map.backbone.layer2.1.conv1.1,0.0,0.0,0.0,0.020389676,0.028737813,0.028833807,0.0705331,0.05988559,0.06429866,0.1056031
