mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
4.41393,-100,-100,0.27691925,31.948187,37.123917,True
1.4671502,-100,-100,0.07893433,0.0,8.024753,True
0.90046823,-100,-100,0.041978497,1.9402527,8.024753,True
4.41393,-100,-100,0.27691925,1.9402527,8.024753,True
0.90046823,-100,-100,0.041978497,0.0,37.123917,True
4.41393,-100,-100,0.27691925,1.9402527,6.629416,True
1.4671502,-100,-100,0.07893433,1.9402527,8.024753,True
0.90046823,-100,-100,0.041978497,0.0,8.024753,True
0.90046823,-100,-100,0.041978497,31.948187,6.629416,True
4.41393,-100,-100,0.27691925,1.9402527,8.024753,True
0.90046823,-100,-100,0.041978497,31.948187,6.629416,True
4.41393,-100,-100,0.27691925,31.948187,6.629416,True
1.4671502,-100,-100,0.07893433,31.948187,37.123917,True
0.90046823,-100,-100,0.041978497,0.0,6.629416,True
1.4671502,-100,-100,0.07893433,0.0,6.629416,True
0.90046823,-100,-100,0.041978497,0.0,6.629416,True
4.41393,-100,-100,0.27691925,31.948187,6.629416,True
1.4671502,-100,-100,0.07893433,0.0,37.123917,True
1.4671502,-100,-100,0.07893433,0.0,8.024753,True
1.4671502,-100,-100,0.07893433,0.0,37.123917,True
