mut_types,mut_layer_name,mut_result
LD,no,LD No suitable ops for
LS,no,no suitable layer
RA,up2.conv.double_conv.3,True
LC,up3.relu,True
RA,up3.conv.double_conv.1,True
NAI,down3.maxpool_conv.1.double_conv.2,True
NAI,up3.up,True
WS,down4.maxpool_conv.1.double_conv.2,True
NS,up2.conv.double_conv.0,True
LD,up3.relu,True
WS,up4.up,True
GF,inc.double_conv.3,True
LC,up4.conv.double_conv.3,True
LC,up2.conv.double_conv.3,True
LD,up4.conv.double_conv.3,True
WS,up1.conv.double_conv.0,True
NS,up2.conv.double_conv.2,True
NS,up1.conv.double_conv.0,True
LA,down1.maxpool_conv.1.double_conv.3,True
NS,down1.maxpool_conv.1.double_conv.2,True
GF,up4.conv.double_conv,True
LD,down1.maxpool_conv.1.double_conv.3,True
RA,down2.maxpool_conv.1.double_conv.3,True
GF,down1.maxpool_conv.1.double_conv.0,True
NEB,up3.conv.double_conv.0,True
NS,inc.double_conv.0,True
LS,no,no suitable layer
GF,up1.relu,True
NEB,up3.conv.double_conv.0,True
AFRM,up1.conv.double_conv.3,True
RA,down4.maxpool_conv.1.double_conv.3,True
GF,inc.double_conv.1,True
AFRM,up3.conv.double_conv.3,True
AFRM,down3.maxpool_conv.1.double_conv.3,True
RA,up4.relu,True
AFRM,down3.maxpool_conv.1.double_conv.1,True
NS,inc.double_conv.2,True
NEB,up3.conv.double_conv.0,True
LD,up2.conv.double_conv.3,True
LC,down4.maxpool_conv.1.double_conv.3,True
NAI,down4.maxpool_conv.1.double_conv.0,True
RA,up4.conv.double_conv.1,True
GF,down3.maxpool_conv.1.double_conv.2,True
NAI,down1.maxpool_conv.1.double_conv.2,True
LD,down4.maxpool_conv.1.double_conv.3,True
GF,inc.double_conv.0,True
LD,down1.maxpool_conv.1.double_conv.3,True
NAI,down2.maxpool_conv.1.double_conv.0,True
NEB,up3.conv.double_conv.0,True
NEB,up3.conv.double_conv.0,True
LD,down4.maxpool_conv.1.double_conv.3,True
NAI,up1.conv.double_conv.0,True
LA,up4.relu,True
GF,up4.conv.double_conv,True
LS,no,no suitable layer
NEB,up3.conv.double_conv.0,True
LC,down4.maxpool_conv.1.double_conv.1,True
LS,no,no suitable layer
LD,down4.maxpool_conv.1.double_conv.1,True
NS,up2.up,True
NS,down3.maxpool_conv.1.double_conv.0,True
LS,no,no suitable layer
RA,inc.double_conv.3,True
LD,up2.conv.double_conv.3,True
LC,inc.double_conv.1,True
GF,up1.center_crop,True
AFRM,down2.maxpool_conv.1.double_conv.3,True
NEB,up3.conv.double_conv.0,True
LC,up2.relu,True
NEB,up3.conv.double_conv.0,True
LC,up2.conv.double_conv.1,True
LA,up2.conv.double_conv.3,True
LS,no,no suitable layer
AFRM,up1.relu,True
RA,up3.conv.double_conv.1,True
NAI,up4.relu,True
LD,up2.conv.double_conv.1,True
LC,down2.maxpool_conv.1.double_conv.1,True
RA,up4.conv.double_conv.1,True
RA,up4.conv.double_conv.1,True
AFRM,up1.conv.double_conv.1,True
LA,up3.conv.double_conv.1,True
GF,down4.maxpool_conv.1.double_conv.2,True
LC,inc.double_conv.3,True
NEB,up3.conv.double_conv.0,True
RA,up4.conv.double_conv.1,True
LD,inc.double_conv.1,True
NS,outc.conv,True
NS,up4.conv.double_conv.2,True
NEB,up3.conv.double_conv.0,True
LC,up4.conv.double_conv.1,True
NS,up2.up,True
LD,down2.maxpool_conv.1.double_conv.1,True
LS,no,no suitable layer
NAI,up2.conv.double_conv.2,True
NAI,up4.conv.double_conv.2,True
NS,down2.maxpool_conv.1.double_conv.2,True
AFRM,down1.maxpool_conv.1.double_conv.1,True
RA,no,False
NEB,up3.conv.double_conv.0,True
