pt_ms,pt_tf,ms_tf
4.6607038e-05,-100,-100
5.2455955e-05,-100,-100
5.475194e-05,-100,-100
7.26721e-05,-100,-100
9.8273005e-05,-100,-100
0.0007582378,-100,-100
0.0007748513,-100,-100
,-100,-100
,-100,-100
0.36224195,-100,-100
1.0403768,-100,-100
1.7050744,-100,-100
0.7658986,-100,-100
1.4693626,-100,-100
3.0071964,-100,-100
0.14041924,-100,-100
0.23063846,-100,-100
0.23992857,-100,-100
0.511723,-100,-100
0.6109576,-100,-100
0.6971104,-100,-100
0.16847232,-100,-100
0.18469147,-100,-100
0.18262875,-100,-100
2.504479,-100,-100
