pt_ms,pt_tf,ms_tf
0.34115317,0.0035333633,0.34048417
0.86895746,0.0015036345,0.8693724
0.5184015,0.001217264,0.519174
1.2573241,0.0018865764,1.2556139
1.0401196,0.0016572714,1.0398594
0.40484253,0.0010517895,0.40515473
0.35604352,0.0013757348,0.35641012
0.8386227,0.0016566872,0.83761793
0.85824883,0.001944077,0.8571853
0.816963,0.0019325733,0.8157908
0.9375565,0.0010879189,0.9385834
1.381359,0.0015743732,1.3800164
1.3241456,0.001719141,1.3236465
1.1765462,0.0029313564,1.1772059
1.1268055,0.0017356158,1.126596
1.0616844,0.0020729185,1.0613731
1.0769336,0.0031225204,1.0782533
1.1770582,0.0021001338,1.1766387
1.2404487,0.003032303,1.2410364
1.3333365,0.0030491352,1.3346165
