pt_ms,pt_tf,ms_tf
0.00039296824,0.00023969014,0.00063165935
9.273117e-05,8.1181e-05,3.9825565e-05
1.1258038e-05,2.757418e-06,1.1485939e-05
1.0372945e-05,1.792438e-06,1.0328499e-05
1.0892544e-05,1.7238133e-06,1.0700753e-05
7.072997e-06,7.990095e-07,7.2006296e-06
1.4289214e-05,7.9505287e-07,1.397304e-05
1.3761195e-05,6.3517786e-07,1.3440704e-05
1.283657e-05,4.8430627e-07,1.2656522e-05
1.0460711e-05,5.5102345e-07,1.0141383e-05
1.3158633e-05,6.501972e-07,1.2642405e-05
1.1650374e-05,7.4241734e-07,1.1231481e-05
1.0730633e-05,4.4979797e-07,1.0836063e-05
9.940127e-06,3.4783233e-07,9.9270155e-06
1.0730633e-05,4.4872925e-07,1.0843329e-05
1.0654726e-05,4.493043e-07,1.0776854e-05
1.8010465e-05,5.396832e-07,1.815314e-05
2.5012407e-05,4.046166e-07,2.4912231e-05
1.4510183e-05,4.3320753e-07,1.4220323e-05
2.1562719e-05,5.998545e-07,2.1014725e-05
