pt_ms,pt_tf,ms_tf
245.18848,-100,-100
226.90411,-100,-100
704.02435,-100,-100
795.1486,-100,-100
834.0091,-100,-100
892.3747,-100,-100
1662.0383,-100,-100
1666.0698,-100,-100
1867.7865,-100,-100
1874.9263,-100,-100
101128.45,-100,-100
136383.98,-100,-100
110842.66,-100,-100
75075.58,-100,-100
2173439.2,-100,-100
173796560.0,-100,-100
2715951400.0,-100,-100
3369119700.0,-100,-100
80336036000.0,-100,-100
469799170000.0,-100,-100
