layer_name,0,1,2,3,4,5,6,7,8,9
network.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
network.0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.1.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
network.2,0.0,7.949991e-05,1.2164528e-06,7.7717705e-06,5.5132346e-05,9.99865e-05,,,,
network.2.0,0.0,0.00013533933,6.962143e-05,1.207157e-05,3.3831224e-05,6.642501e-05,,,,
network.2.1,0.0,0.00011682056,4.348083e-05,4.426652e-05,4.862371e-05,9.866437e-05,,,,
network.2.2,0.0,7.949991e-05,1.2164528e-06,7.7717705e-06,5.5132346e-05,9.99865e-05,,,,
network.3,2.1337764e-06,6.426824e-05,4.193859e-05,2.160584e-05,5.350384e-05,7.949682e-05,,,,
network.3.0,0.0,2.0576495e-05,4.0103565e-05,9.093052e-05,0.00011747505,0.00017883023,,,,
network.3.1,0.0,6.588758e-06,6.9834176e-05,0.00020839204,0.00020220614,0.0003471765,,,,
network.3.2,2.1337764e-06,6.426824e-05,4.193859e-05,2.160584e-05,5.350384e-05,7.949682e-05,,,,
network.4,3.64671e-07,2.6044581e-05,3.0784402e-05,0.00014027511,0.00016196715,0.00017184275,,,,
network.4.0,2.593908e-06,3.1322066e-05,0.000105256855,0.00021645089,4.3250155e-05,9.458349e-05,,,,
network.4.1,3.496767e-06,1.8664286e-06,3.5914127e-05,0.0001930403,6.846088e-05,0.00011495536,,,,
network.4.2,3.64671e-07,2.6044581e-05,3.0784402e-05,0.00014027511,0.00016196715,0.00017184275,,,,
network.5,5.121983e-07,0.00011300259,9.469032e-05,6.0308637e-05,0.00012604888,0.00014187151,,,,
network.5.0,7.540948e-07,2.4723704e-08,1.5676043e-05,3.0263705e-05,3.8244434e-05,3.8629987e-05,,,,
network.5.1,8.7631634e-07,4.8635673e-05,6.618735e-05,1.4333491e-05,0.00011528666,0.00011915952,,,,
network.5.2,5.121983e-07,0.00011300259,9.469032e-05,6.0308637e-05,0.00012604888,0.00014187151,,,,
network.6,7.273338e-07,0.00017511362,0.00012046253,8.650543e-05,0.00012629418,0.00010999388,,,,
network.6.0,1.1968659e-06,0.00039184198,0.00025810616,0.00017986726,0.00031513989,0.00028615945,,,,
network.6.1,1.141103e-06,0.00042676792,0.0003082609,0.00022539066,0.0003406679,0.00029933202,,,,
network.6.2,7.273338e-07,0.00017511362,0.00012046253,8.650543e-05,0.00012629418,0.00010999388,,,,
network.7,1.3831304e-06,0.00041757035,0.00045329137,0.00034815402,0.00035065305,0.00032202963,,,,
network.7.0,1.3865938e-06,0.00018282997,0.0002018488,0.00016462227,0.00019304975,0.0001794972,,,,
network.7.1,5.0265226e-06,0.00042736338,0.00045431053,0.00036778662,0.0003424366,0.00032665534,,,,
network.7.2,1.3831304e-06,0.00041757035,0.00045329137,0.00034815402,0.00035065305,0.00032202963,,,,
network.8,3.7020654e-06,0.00024261145,0.00027779178,0.00017511047,0.00016014284,0.00011088891,,,,
network.8.0,2.5318004e-06,0.0005251232,0.00055340317,0.00032721902,0.00027879048,0.00022751745,,,,
network.8.1,1.1909287e-06,0.00043064618,0.00044973934,0.0003034923,0.00018337555,0.00013938418,,,,
network.8.2,3.7020654e-06,0.00024261145,0.00027779178,0.00017511047,0.00016014284,0.00011088891,,,,
network.9,2.554356e-06,9.8527904e-05,0.00012590614,3.99648e-06,1.1228316e-05,4.171126e-05,,,,
network.9.0,1.7680868e-06,9.5782976e-05,8.93628e-05,7.020857e-05,3.83789e-05,9.689393e-06,,,,
network.9.1,4.370464e-06,0.00033185817,0.00030783797,0.0002859534,0.0001143649,4.4305634e-05,,,,
network.9.2,2.554356e-06,9.8527904e-05,0.00012590614,3.99648e-06,1.1228316e-05,4.171126e-05,,,,
network.10,0.0001072436,0.00016546532,0.00022336206,0.00014818608,0.00011181232,6.5759494e-05,,,,
network.10.0,0.00067522377,0.000776306,0.00080368423,0.0006817746,0.0006665498,0.0006360669,,,,
network.10.1,0.0007432838,0.00085091556,0.00085892214,0.00069925096,0.0006555842,0.00064772187,,,,
network.10.2,0.0001072436,0.00016546532,0.00022336206,0.00014818608,0.00011181232,6.5759494e-05,,,,
network.11,0.00035826812,0.0004052692,0.00047875778,0.000399335,0.00036666138,0.00030670653,,,,
network.11.0,5.3780328e-05,0.00011371689,0.00014655085,5.9475016e-05,4.5712397e-05,5.7325233e-06,,,,
network.11.1,0.00015456602,0.00018612278,0.00036815638,0.00021155953,9.5394906e-05,1.9488682e-05,,,,
network.11.2,0.00035826812,0.0004052692,0.00047875778,0.000399335,0.00036666138,0.00030670653,,,,
network.12,0.00021671731,0.00022615975,0.00027119668,0.00024080975,0.000573391,0.000564671,,,,
network.12.0,0.00045269018,0.00053796475,0.00055654295,0.00044769945,9.8995515e-05,6.541284e-05,,,,
network.12.1,0.00037818437,0.00047375658,0.0004760255,0.00036026584,3.813533e-06,6.407546e-05,,,,
network.12.2,0.00021671731,0.00022615975,0.00027119668,0.00024080975,0.000573391,0.000564671,,,,
network.13,3.7707243e-05,4.6381698e-05,6.427846e-05,6.4675405e-05,0.00019809825,0.00019534459,,,,
network.13.0,2.4206165e-05,2.4644862e-05,4.075229e-05,2.6951151e-05,0.000132113,0.00013012723,,,,
network.13.1,9.913399e-05,0.00010794203,0.00018324755,0.00010769756,0.00055730395,0.0005518908,,,,
network.13.2,3.7707243e-05,4.6381698e-05,6.427846e-05,6.4675405e-05,0.00019809825,0.00019534459,,,,
network.14,9.205256e-05,0.0001109656,0.000121894904,0.00015283024,0.00025202593,0.0002509162,,,,
network.14.0,0.000497118,0.0005014047,0.0005177645,0.0005281045,0.00070453144,0.00070218963,,,,
network.14.1,0.0004833468,0.00048661986,0.00050611387,0.0005287493,0.00068207644,0.0006804095,,,,
network.14.2,9.205256e-05,0.0001109656,0.000121894904,0.00015283024,0.00025202593,0.0002509162,,,,
network.15,9.236304e-05,5.4792123e-05,5.5402314e-05,0.0001270723,0.00018459323,0.00017957605,,,,
network.15.0,2.2635955e-05,2.9548159e-05,2.883577e-05,5.2141288e-05,9.9589524e-05,9.943162e-05,,,,
network.15.1,5.4590753e-05,5.2650226e-05,3.8550934e-06,0.00013825024,0.00033918105,0.00032969017,,,,
network.15.2,9.236304e-05,5.4792123e-05,5.5402314e-05,0.0001270723,0.00018459323,0.00017957605,,,,
network.16,2.7978065e-05,0.00016555481,0.00066085416,6.0487713e-05,0.000113066184,0.00010207204,,,,
network.16.0,0.000297132,0.00064277655,0.0022362643,5.691679e-05,3.022753e-05,2.9422226e-05,,,,
network.16.1,0.0003271213,0.00072184723,0.0025066878,6.228429e-05,2.9385323e-05,3.112451e-05,,,,
