,layer_name,0,1,2,3,4,5,6,7,8,9
0,inc.double_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,inc.double_conv.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,inc.double_conv.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,inc.double_conv.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,down1.maxpool_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,down1.maxpool_conv.1.double_conv.0,0.0,1.2571414e-05,1.2571414e-05,1.2571414e-05,1.2571414e-05,1.2571414e-05,1.2571414e-05,1.2571414e-05,1.2571414e-05,9.890249e-06
6,down1.maxpool_conv.1.double_conv.1,0.0,1.1502403e-05,1.1502403e-05,1.1502403e-05,1.1502403e-05,1.1502403e-05,2.7202468e-05,2.7202468e-05,2.7202468e-05,2.6541456e-05
7,down1.maxpool_conv.1.double_conv.2,0.0,9.116506e-06,9.116506e-06,9.116506e-06,9.116506e-06,9.116506e-06,8.83697e-05,8.83697e-05,8.83697e-05,0.00010391145
8,down1.maxpool_conv.1.double_conv.3,0.0,3.4953628e-06,3.4953628e-06,3.4953628e-06,3.4953628e-06,3.4953628e-06,8.950378e-05,8.950378e-05,8.950378e-05,9.293994e-05
9,down2.maxpool_conv.0,0.0,3.4953446e-06,3.4953446e-06,3.4953446e-06,3.4953446e-06,3.4953446e-06,8.950383e-05,8.950383e-05,8.950383e-05,9.293989e-05
10,down2.maxpool_conv.1.double_conv.0,0.0,1.9947896e-05,1.9947896e-05,1.9947896e-05,1.9947896e-05,1.9947896e-05,0.00015054944,0.00015054944,0.00015054944,0.00013413401
11,down2.maxpool_conv.1.double_conv.1,0.0,1.527997e-05,1.527997e-05,1.527997e-05,1.527997e-05,1.527997e-05,0.00018577732,0.00018577732,0.00018577732,0.00016936188
12,down2.maxpool_conv.1.double_conv.2,0.0,2.1258471e-05,2.1258471e-05,1.8166538e-05,1.8166538e-05,1.8166538e-05,0.00038996642,0.00038996642,0.00040191202,0.00041598268
13,down2.maxpool_conv.1.double_conv.3,0.0,2.1599612e-05,2.1599612e-05,4.8325383e-06,4.8325383e-06,4.8325383e-06,0.00020229613,0.00020229613,0.00015978437,0.0001764023
14,down3.maxpool_conv.0,0.0,2.159964e-05,2.159964e-05,4.832553e-06,4.832553e-06,4.832553e-06,0.00020229616,0.00020229616,0.00015978434,0.0001764023
15,down3.maxpool_conv.1.double_conv.0,0.0,2.1298518e-05,2.1298518e-05,2.164481e-06,2.164481e-06,2.164481e-06,0.0005384239,0.0005384239,0.0004521356,0.00047597682
16,down3.maxpool_conv.1.double_conv.1,0.0,2.6104288e-05,2.6104288e-05,1.2571574e-05,1.2571574e-05,1.2571574e-05,0.00033457018,0.00033457018,0.00027813058,0.00028561248
17,down3.maxpool_conv.1.double_conv.2,0.0,0.00011551101,0.00011551101,0.00010856503,0.00010856503,0.00010856503,0.0010366701,0.0010366701,0.0007910195,0.0009021037
18,down3.maxpool_conv.1.double_conv.3,0.0,4.5386943e-05,4.5386943e-05,2.3975066e-05,2.3975066e-05,2.3975066e-05,0.0013467215,0.0013467215,0.001101071,0.0012121552
19,down4.maxpool_conv.0,0.0,4.538693e-05,4.538693e-05,2.3975066e-05,2.3975066e-05,2.3975066e-05,0.0013467213,0.0013467213,0.0011010715,0.0012121553
20,down4.maxpool_conv.1.double_conv.0,0.0,0.00013223692,0.0001507533,0.00012412475,0.00012412475,0.00012412475,0.0024395818,0.0024395818,0.0019199572,0.0022310456
21,down4.maxpool_conv.1.double_conv.1,0.0,2.005251e-05,5.7619618e-05,0.094289266,0.094289266,0.094289266,0.012746301,0.012746301,0.2886252,0.4136252
22,down4.maxpool_conv.1.double_conv.2,0.0,0.00014133635,0.00033249205,0.3439086,0.3439086,0.3439086,0.06386446,0.06386446,0.056217495,0.056223318
23,down4.maxpool_conv.1.double_conv.3,0.0,0.00013064168,0.00022895634,0.20039137,0.20039137,0.20039137,0.03675864,0.03675864,0.032202747,0.03229194
24,up1.center_crop,0.0,4.5386943e-05,4.5386943e-05,2.3975168e-05,2.3975168e-05,2.3975168e-05,0.0013467213,0.0013467213,0.001101072,0.0012121557
25,up1.conv.double_conv.0,0.0,0.00013489486,0.00014687068,0.10345762,0.06345514,0.038984332,0.09414703,0.055819992,0.04482262,0.029480856
26,up1.conv.double_conv.1,0.0,2.858977e-05,3.4076307e-05,0.060636632,0.034896266,0.021574605,0.049582805,0.029597867,0.024114985,0.018856686
27,up1.conv.double_conv.2,0.0,0.0001816987,0.00022329902,0.20126802,0.15198949,0.11897486,0.33697152,0.27009,0.21088716,0.1857798
28,up1.conv.double_conv.3,0.0,0.00011746603,0.00012658042,0.13074839,0.09216854,0.06784457,0.18580921,0.14181049,0.10865882,0.093250215
29,up1.up,0.0,2.8183058e-05,4.9773633e-05,0.052458726,0.052458726,0.052458726,0.11227578,0.11227578,0.09149238,0.093040794
