pt_ms,pt_tf,ms_tf
0.004119825,0.0036036663,0.0037966326
2.8551302e-05,2.3924285e-05,2.373831e-05
1.7607248,3.249167e-05,1.7607226
4619509.0,0.0007187814,4619509.0
4619696.5,6.793813e-05,4619696.5
212652850.0,0.00038025677,212652850.0
9816228000.0,0.0042300196,9816228000.0
231401000000000.0,0.06358912,231401000000000.0
3.781042e+20,1.132282,3.781042e+20
2.1487182e+23,7.9367614,2.1487182e+23
1.6631559999999997e+29,0.08964602,1.6631559999999997e+29
,17082.97,
,0.05225148,
,0.044684853,
,23.712852,
,624.09644,
,16.876553,
,0.6026604,
,0.6026604,
,0.5300607,
