pt_ms,pt_tf,ms_tf
1.5163319e-05,9.190636e-06,1.0564559e-05
1.5428814e-05,9.637595e-06,1.1280269e-05
1.4697779e-05,9.506777e-06,1.1013018e-05
1.4168307e-05,9.807839e-06,1.0618807e-05
1.157152e-05,7.4311324e-06,9.029571e-06
1.0445668e-05,6.6275825e-06,7.75293e-06
1.1298102e-05,6.8277072e-06,8.174808e-06
1.1064634e-05,6.86695e-06,8.569842e-06
1.1758027e-05,7.603583e-06,8.870589e-06
1.1798823e-05,7.621746e-06,8.855485e-06
1.1259676e-05,7.653206e-06,8.704687e-06
8.196822e-06,6.3815082e-06,8.734487e-06
9.284212e-06,6.215531e-06,9.054531e-06
8.2884435e-06,5.2668765e-06,8.0725e-06
8.304794e-06,4.935132e-06,8.9652995e-06
9.904019e-06,4.874141e-06,1.1083521e-05
1.0372384e-05,5.0623717e-06,1.1706423e-05
1.0577392e-05,4.6638293e-06,1.153807e-05
1.0203927e-05,7.635713e-06,1.457525e-05
1.2359271e-05,9.0072745e-06,1.7635897e-05
