pt_ms,pt_tf,ms_tf
2.6090463e-06,7.0706454e-07,2.5916404e-06
2.7506412e-06,6.431133e-07,2.6209223e-06
2.8525699e-06,7.2653177e-07,2.5960487e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.7932333e-07,2.6409125e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
2.8018299e-06,7.9517287e-07,2.6364223e-06
