mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
5.4863238e-05,-100,-100,7.094451e-05,0.0053945724,0.011295252,True
5.0193383e-05,-100,-100,6.0568e-05,0.010293866,0.009551682,True
4.953736e-05,-100,-100,6.129556e-05,0.010852719,0.010851804,True
4.9850547e-05,-100,-100,6.279757e-05,0.011140611,0.011139759,True
4.9854803e-05,-100,-100,6.249499e-05,0.011236593,0.011227531,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
4.9854803e-05,-100,-100,6.249499e-05,0.011296193,0.011295252,True
