mut_types,mut_layer_name,mut_result
LD,layer3.3.bn2,True
LS,"layer2.2.conv2,layer2.3.bn2",True
RA,layer4.2.relu,True
LC,layer3.1.bn3,True
RA,layer3.5.relu,True
NAI,layer2.3.conv3,True
NAI,layer4.0.conv3,True
WS,layer3.3.conv1,True
NS,layer4.1.conv1,True
LD,layer2.0.down_sample_layer.1,True
WS,end_point,True
GF,layer4.1.conv2,True
LC,layer1.0.relu,True
LC,layer3.4.bn1,True
LD,layer3.4.bn1,True
WS,layer2.2.conv3,True
NS,layer3.4.conv3,True
NS,layer2.3.conv2,True
LA,layer2.2.bn2,True
NS,layer3.0.conv2,True
GF,layer3.0.bn2,True
LD,layer2.1.conv2,True
RA,layer1.1.relu,True
GF,layer3.1.bn2,True
NEB,layer4.1.conv1,True
NS,layer4.0.down_sample_layer.0,True
LS,no,False
GF,layer1.0.relu,True
NEB,layer4.1.conv1,True
AFRM,layer2.3.relu,True
RA,layer4.0.relu,True
GF,maxpool,True
AFRM,layer3.2.relu,True
AFRM,layer2.2.relu,True
RA,layer4.1.relu,True
AFRM,layer3.4.relu,True
NS,layer1.1.conv3,True
NEB,layer4.1.conv1,True
LD,layer3.0.bn2,True
LC,layer3.3.conv2,True
NAI,layer1.1.conv2,True
RA,layer4.2.relu,True
GF,layer3.2.bn2,True
NAI,layer2.0.conv3,True
LD,layer1.0.bn2,True
GF,layer4.2,True
LD,layer3.1.bn2,True
NAI,layer2.3.conv1,True
NEB,layer4.1.conv1,True
NEB,layer4.1.conv1,True
LD,layer1.0.down_sample_layer.1,True
NAI,layer4.1.conv1,True
LA,layer2.0.bn2,True
GF,layer2.2.bn2,True
LS,no,False
NEB,layer4.1.conv1,True
LC,layer1.1.conv2,True
LS,no,False
LD,layer1.1.bn3,True
NS,layer2.1.conv1,True
NS,layer3.0.conv3,True
LS,"relu,bn1",True
RA,layer3.3.relu,True
LD,layer4.2.conv2,True
LC,layer2.0.bn3,True
GF,layer2.0.down_sample_layer.0,True
AFRM,layer4.2.relu,True
NEB,layer4.1.conv1,True
LC,layer4.0.bn1,True
NEB,layer4.1.conv1,True
LC,layer3.0.relu,True
LA,layer1.2.conv2,True
LS,"bn1,relu",True
AFRM,layer4.0.relu,True
RA,relu,True
NAI,layer1.0.conv2,True
LD,layer3.1.bn3,True
LC,layer3.0.bn1,True
RA,layer2.0.relu,True
RA,layer4.1.relu,True
AFRM,layer4.1.relu,True
LA,layer3.0.bn3,True
GF,layer2.0.bn3,True
LC,layer3.5.bn1,True
NEB,layer4.1.conv1,True
RA,layer2.1.relu,True
LD,layer1.2.bn3,True
NS,layer2.0.conv3,True
NS,layer2.0.conv2,True
NEB,layer4.1.conv1,True
LC,layer3.2.conv2,True
NS,layer2.1.conv1,True
LD,layer2.2.bn1,True
LS,"layer3.2.conv2,layer3.5.conv2",True
NAI,layer3.3.conv1,True
NAI,layer3.1.conv3,True
NS,layer3.2.conv2,True
AFRM,layer3.1.relu,True
RA,layer3.3.relu,True
NEB,layer3.2.conv2,True
