pt_ms,pt_tf,ms_tf
1.887923,0.0027055382,1.8887848
1.4606208,0.0026263236,1.4619527
1.276896,0.0034797192,1.2798108
4.7833643,0.011575413,4.7941747
7.437832,0.013585213,7.4499035
3.3675842,0.0121857645,3.3734121
6.907572,0.02586174,6.9310694
5.3285,0.015161175,5.336157
9.015195,0.008214283,9.016466
13.9217825,0.019136239,13.930848
23.498238,0.047808073,23.521955
28.259058,0.022082519,28.254038
31.698183,0.07198639,31.653606
51.11972,0.07949676,51.051056
62.474613,0.14153633,62.46915
62.474613,0.14216575,62.47936
65.42678,0.12844086,65.446945
98.790794,0.39858094,98.98978
365.36218,0.41015166,365.42548
553.06995,1.5882752,554.60376
