mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.33108032,-100,-100,0.019464403,5.735236,0.8672427,True
0.35791153,-100,-100,0.016214233,6.836911,1.523565,True
0.07310948,-100,-100,0.0025782213,6.9309683,0.76097167,True
0.07310948,-100,-100,0.0025782213,6.9309683,0.8545064,True
0.15086544,-100,-100,0.0036632586,7.015673,0.8545064,True
0.15086544,-100,-100,0.0036632586,7.015673,1.5642347,True
0.14903936,-100,-100,0.0036180809,7.1432405,0.7038382,True
0.21816425,-100,-100,0.004161348,7.133878,0.5597128,True
0.21816425,-100,-100,0.004161348,7.133878,0.5597128,True
0.14903936,-100,-100,0.0036180809,7.1432405,0.5597128,True
0.2278494,-100,-100,0.007595326,7.1191773,0.86811864,True
0.25890085,-100,-100,0.008194596,7.0465136,0.9062359,True
0.07400345,-100,-100,0.0024064728,7.2206926,0.98565376,True
0.048677217,-100,-100,0.0018077347,7.3899612,1.0030997,True
0.073809475,-100,-100,0.0023773145,7.222024,1.0019336,True
0.09361122,-100,-100,0.0035177968,7.2925787,0.94714326,True
0.11720213,-100,-100,0.005067736,7.1251116,0.9500923,True
0.14103688,-100,-100,0.005418233,7.022029,0.8482691,True
0.15487377,-100,-100,0.0061370856,7.086852,0.84411335,True
0.11255768,-100,-100,0.0049412847,7.12453,0.84411335,True
