pt_ms,pt_tf,ms_tf
0.72525835,0.0011615932,0.7259172
0.8373296,0.0020190715,0.83802515
1.4810082,0.0012439489,1.4806588
2.2414749,0.005179888,2.2441323
1.6362668,0.0044548213,1.6389453
1.0688508,0.0031739115,1.0690413
1.7776573,0.0057340832,1.7824899
1.2893025,0.0019056469,1.2894981
1.6508889,0.006846869,1.6477948
0.8760594,0.0017675639,0.8758036
1.4435507,0.009528795,1.4436051
2.280868,0.0038518547,2.2775903
2.5436568,0.0033821582,2.5408416
2.6450262,0.00397675,2.6436944
3.1695669,0.0044560907,3.1683183
2.1859667,0.0012258053,2.185408
2.394912,0.0015697957,2.3952475
2.075831,0.0037412285,2.0755446
1.0244755,0.002057004,1.0247548
0.74530774,0.001993385,0.7450918
