pt_ms,pt_tf,ms_tf
1.3331468,0.0004887417,1.333506
0.8216884,0.0007151142,0.8215417
0.4485497,0.0010003507,0.44898874
0.36730456,0.0010739326,0.3669752
0.6244763,0.0010903783,0.62444615
0.26759097,0.000539723,0.26740384
0.28258422,0.0011728741,0.28163522
0.31505373,0.00096234976,0.3145256
0.28884926,0.0010409743,0.28829128
0.25515598,0.0005461738,0.2552052
0.29346904,0.00085204246,0.2931009
0.27926147,0.0006841213,0.27926677
0.3074236,0.0011107505,0.30743143
0.23351403,0.0005203128,0.23340757
0.33470005,0.0012988687,0.33500817
0.31523907,0.0011648178,0.31508052
0.3199264,0.0017549336,0.3199194
0.42382848,0.000650239,0.4241041
0.41303638,0.00058946013,0.41260302
0.3651112,0.00043984354,0.36505142
