pt_ms,pt_tf,ms_tf
2.6579127e-07,1.7547963e-07,3.6373407e-07
2.6768907e-07,1.6134581e-07,3.6281355e-07
2.6113852e-07,1.833871e-07,3.6133372e-07
2.8985977e-07,1.9122048e-07,3.2565765e-07
2.8924543e-07,2.6504432e-07,2.4563982e-07
2.8881055e-07,2.650689e-07,2.455885e-07
2.4000107e-07,2.1242394e-07,2.3938145e-07
3.6730566e-07,6.5489417e-07,8.9617464e-07
7.252184e-06,1.206284e-06,6.544747e-06
2.1653607e-06,5.797377e-06,4.189934e-06
2.5839415e-06,5.7402567e-06,4.3475193e-06
2.8439626e-06,7.022747e-06,5.1193606e-06
2.7333717e-06,3.6510755e-06,3.6206732e-06
2.295701e-06,1.5439343e-06,2.8477814e-06
1.2512617e-06,1.16199e-06,1.4975889e-06
1.292888e-06,1.5108185e-06,1.820694e-06
1.276781e-06,1.4851282e-06,1.7670624e-06
1.5037887e-06,1.6626863e-06,2.1421884e-06
1.2252726e-06,1.5347345e-06,2.1281278e-06
3.3138674e-06,1.5660545e-06,2.548712e-06
