mut_types,mut_layer_name,mut_result
LD,feature_map.backbone.layer3.1.conv2.1,True
LS,"feature_map.backbone.layer3.0.conv2.1,feature_map.backbone.layer3.6.conv2.2",True
RA,feature_map.backbone.layer5.3.conv2.2,True
LC,no,LC set layers failure
RA,feature_map.backbone.layer5.2.conv1.2,True
NAI,feature_map.backbone.layer3.6.conv1.0,True
NAI,feature_map.backbone.conv4.0,True
WS,feature_map.backbone.conv3.0,True
NS,feature_map.backbone.conv4.0,True
LD,feature_map.backbone.layer1.0.conv1.1,True
WS,feature_map.backbone.layer4.3.conv2.0,True
GF,feature_map.backbone.layer4.1.conv1,True
LC,feature_map.backbone.layer3.7.conv1.2,True
LC,no,LC set layers failure
LD,feature_map.backbone.layer4.4.conv1.1,True
WS,feature_map.backbone.layer3.0.conv1.0,True
NS,feature_map.backbone.layer4.1.conv1.0,True
NS,feature_map.backbone.layer5.2.conv1.0,True
LA,no,LA set layers failure
NS,feature_map.backbone.layer3.3.conv1.0,True
GF,feature_map.backbone.layer5.0.conv1.1,True
LD,feature_map.backbone.conv0.1,True
RA,feature_map.backbone.layer3.0.conv2.2,True
GF,feature_map.backbone.layer5.3.conv1.0,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
NS,feature_map.backbone.layer3.2.conv1.0,True
LS,"feature_map.backbone.layer4.6.conv1.1,feature_map.backbone.layer4.3.conv1.2",True
GF,feature_map.backbone.layer4.6.conv1.2,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
AFRM,feature_map.backbone.conv1.2,True
RA,feature_map.backbone.layer3.0.conv1.2,True
GF,feature_map.backbone.conv0.0,True
AFRM,feature_map.backbone.layer3.0.conv2.2,True
AFRM,feature_map.backbone.layer3.0.conv2.1,True
RA,feature_map.backbone.layer1.0.conv2.2,True
AFRM,feature_map.backbone.layer1.0.conv2.2,True
NS,feature_map.backbone.conv4.0,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LD,feature_map.backbone.layer3.5.conv1.1,True
LC,feature_map.backbone.layer3.1.conv2.2,True
NAI,feature_map.backbone.layer4.3.conv2.0,True
RA,feature_map.backbone.layer3.4.conv2.2,True
GF,feature_map.backbone.layer4.4.conv2.0,True
NAI,feature_map.backbone.layer2.1.conv2.0,True
LD,feature_map.backbone.layer3.4.conv2.1,True
GF,feature_map.backbone.layer5.1.conv2.1,True
LD,feature_map.backbone.layer4.7.conv2.1,True
NAI,feature_map.backbone.layer4.0.conv2.0,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LD,feature_map.backbone.layer3.6.conv2.2,True
NAI,feature_map.backbone.layer3.2.conv1.0,True
LA,feature_map.backbone.layer2.0.conv2.2,True
GF,feature_map.backbone.layer5.0.conv2.0,True
LS,"feature_map.backbone.layer3.6.conv2.1,feature_map.backbone.layer3.2.conv2.2",True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LC,no,LC set layers failure
LS,"feature_map.backbone.layer3.7.conv2.1,feature_map.backbone.layer3.1.conv2.2",True
LD,feature_map.backbone.layer2.0.conv2.2,True
NS,feature_map.backbone.conv1.0,True
NS,feature_map.backbone.layer4.4.conv2.0,True
LS,"feature_map.backbone.conv5.1,feature_map.backbone.layer5.2.conv2.2",True
RA,feature_map.backbone.conv4.2,True
LD,feature_map.backbone.conv4.1,True
LC,no,LC set layers failure
GF,feature_map.backbone.conv3.0,True
AFRM,feature_map.backbone.layer4.0.conv2.2,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LC,feature_map.backbone.layer4.4.conv1.2,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LC,no,LC set layers failure
LA,feature_map.backbone.layer3.0.conv1.2,True
LS,"feature_map.backbone.layer3.7.conv2.2,feature_map.backbone.layer3.4.conv2.2",True
AFRM,feature_map.backbone.layer5.1.conv1.2,True
RA,feature_map.backbone.layer3.5.conv2.2,True
NAI,feature_map.backbone.layer3.5.conv1.0,True
LD,feature_map.backbone.layer2.0.conv1.1,True
LC,no,LC set layers failure
RA,feature_map.backbone.layer4.6.conv1.2,True
RA,feature_map.backbone.layer3.1.conv1.2,True
AFRM,feature_map.backbone.layer4.2.conv1.2,True
LA,feature_map.backbone.layer3.2.conv2.2,True
GF,feature_map.backbone.layer2.1.conv2.2,True
LC,no,LC set layers failure
NEB,feature_map.backbone.layer4.5.conv2.0,True
RA,feature_map.backbone.layer4.1.conv2.2,True
LD,feature_map.backbone.layer3.5.conv2.1,True
NS,feature_map.backbone.layer2.1.conv2.0,True
NS,feature_map.backbone.layer5.1.conv1.0,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
LC,no,LC set layers failure
NS,feature_map.backbone.layer5.0.conv2.0,True
LD,feature_map.backbone.layer5.1.conv2.1,True
LS,"feature_map.backbone.layer4.1.conv2.2,feature_map.backbone.layer4.2.conv2.1",True
NAI,feature_map.backbone.layer2.0.conv1.0,True
NAI,feature_map.backbone.layer4.2.conv1.0,True
NS,feature_map.backbone.layer2.0.conv2.0,True
AFRM,feature_map.backbone.layer3.5.conv2.2,True
RA,feature_map.backbone.layer3.3.conv2.2,True
NEB,feature_map.backbone.layer4.5.conv2.0,True
