mut_types,mut_layer_name,mut_result
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
NEB,resnet.layer3.14.conv3,True
