pt_ms,pt_tf,ms_tf
2.7035034e-05,2.8510194e-06,2.6682172e-05
5.8595715e-06,6.1680307e-06,4.812461e-06
6.6735424e-06,4.4583694e-06,5.5304404e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.465693e-06,5.3893577e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.508144e-06,5.404655e-06
6.8537056e-06,4.465693e-06,5.3893577e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
6.8537056e-06,4.5127404e-06,5.3177096e-06
