mut_types,mut_layer_name,mut_result
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
NEB,encoded.2,True
