mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
7.084843e-05,-100,-100,8.907811e-05,0.019815633,0.074443415,True
4.938308e-05,-100,-100,6.251613e-05,0.080126725,0.08127013,True
1.5874823e-05,-100,-100,1.6411008e-05,0.11384319,0.12397146,True
1.0976008e-05,-100,-100,3.2124524e-06,0.068470076,0.06685357,True
6.100926e-06,-100,-100,3.344677e-06,0.079845324,0.0824891,True
6.856817e-06,-100,-100,4.752196e-06,0.077719,0.07810832,True
6.6956645e-06,-100,-100,1.4499184e-06,0.08028829,0.08159261,True
1.0468142e-05,-100,-100,2.0125774e-06,0.090505674,0.09314163,True
7.593212e-06,-100,-100,1.6087633e-06,0.10255691,0.08664221,True
7.647279e-06,-100,-100,1.2997576e-06,0.08296289,0.082698524,True
