pt_ms,pt_tf,ms_tf
0.0001262815,-100,-100
0.00014155309,-100,-100
0.00011101618,-100,-100
7.205241e-05,-100,-100
0.102971494,-100,-100
0.16529939,-100,-100
0.13438486,-100,-100
0.067092106,-100,-100
0.32216397,-100,-100
0.3364454,-100,-100
0.100374684,-100,-100
0.00012477275,-100,-100
3.3786957e-05,-100,-100
2.9195771e-05,-100,-100
3.4865483e-05,-100,-100
1.2323766e-05,-100,-100
1.759851e-05,-100,-100
2.432758e-05,-100,-100
0.0001621414,-100,-100
4.8299316e-05,-100,-100
0.02588167,-100,-100
0.040904276,-100,-100
0.038129833,-100,-100
0.104242496,-100,-100
0.07705384,-100,-100
