pt_ms,pt_tf,ms_tf
1367.0923,2.610501,1366.2379
4724.7485,12.012756,4713.197
10012.7,5.424365,10010.091
9860.801,7.9833984,9866.81
194544.23,76.29492,194556.27
43721.74,29.334473,43706.504
235001.8,227.99023,234936.3
275356.12,204.04892,275271.66
388815.4,271.75702,388543.7
257377730.0,445820.97,257712880.0
250356640.0,442709.75,250696800.0
1286468500.0,1362099.5,1285106600.0
178120640000.0,685681200.0,178030700000.0
4925026300.0,4796360.5,4926444500.0
428124580.0,21375.5,428122430.0
445979840.0,2053.9937,445980400.0
4112249600.0,21749.1,4112243700.0
4112242700.0,21748.3,4112237300.0
57238598000.0,268374.4,57238594000.0
801412500000.0,3943692.8,801411100000.0
