pt_ms,pt_tf,ms_tf
2.3966804e-06,9.716628e-07,2.875101e-06
1.4711269e-06,6.018093e-07,1.804191e-06
1.2400604e-06,4.0064555e-07,1.3267686e-06
1.2400604e-06,3.9748167e-07,1.3238578e-06
1.2400604e-06,4.0064555e-07,1.3267686e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,4.0064555e-07,1.3267686e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,4.0064555e-07,1.3267686e-06
1.2400604e-06,4.0064555e-07,1.3267686e-06
1.2400604e-06,3.9748167e-07,1.3238578e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
1.2400604e-06,7.249868e-07,1.7756499e-06
