mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
5.1520456e-05,-100,-100,0.0064015323,1.124846e-09,1.6631807e-08,False
5.1520463e-05,-100,-100,0.006401534,1.1428369e-09,2.8741823e-08,False
5.1520474e-05,-100,-100,0.006401534,1.1476212e-09,1.9846471e-08,False
5.1520463e-05,-100,-100,0.0064015393,1.1560056e-09,2.8850526e-08,False
5.1520467e-05,-100,-100,0.0064015333,1.1444854e-09,1.2531833e-08,False
5.152047e-05,-100,-100,0.0064015323,1.1429506e-09,2.1609708e-08,False
5.1520463e-05,-100,-100,0.0064015347,1.1263334e-09,3.1162738e-08,False
5.1520485e-05,-100,-100,0.006401536,1.1293366e-09,3.399046e-08,False
5.1520463e-05,-100,-100,0.0064015337,1.1432917e-09,1.6740898e-08,False
5.1520456e-05,-100,-100,0.0064015333,1.1564509e-09,3.4502932e-08,False
5.1520467e-05,-100,-100,0.0064015384,1.1575405e-09,3.2072045e-08,False
5.152046e-05,-100,-100,0.006401532,1.1597951e-09,3.5852963e-08,False
5.152047e-05,-100,-100,0.0064015402,1.132463e-09,2.2200737e-08,False
5.152046e-05,-100,-100,0.0064015384,1.1229702e-09,2.1407885e-08,False
5.1520452e-05,-100,-100,0.006401535,1.150217e-09,1.27679325e-08,False
5.1520474e-05,-100,-100,0.006401534,1.1401273e-09,2.9761926e-08,False
5.1520463e-05,-100,-100,0.006401534,1.1633858e-09,2.5976249e-08,False
5.1520477e-05,-100,-100,0.0064015337,1.1245522e-09,1.999486e-08,False
5.1520467e-05,-100,-100,0.0064015365,1.1465602e-09,2.2978952e-08,False
5.152047e-05,-100,-100,0.0064015356,1.1283419e-09,1.46991015e-08,False
