layer_name,0,1,2,3,4,5,6,7,8,9
conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1,1.08560525e-05,1.08560525e-05,1.08560525e-05,9.382304e-06,2.607314e-06,2.607314e-06,1.0530515e-05,3.9509287e-06,3.9509287e-06,3.9509287e-06
layer1.0,3.4208506e-06,3.4208506e-06,3.4208506e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06
layer1.0.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.bn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.conv2,2.3395995e-05,2.3395995e-05,2.3395995e-05,2.3684574e-05,2.3684574e-05,2.3684574e-05,2.3684574e-05,2.3684574e-05,2.3684574e-05,2.3684574e-05
layer1.0.bn2,3.1435935e-05,3.1435935e-05,3.1435935e-05,3.1231102e-05,3.1231102e-05,3.1231102e-05,3.1231102e-05,3.1231102e-05,3.1231102e-05,3.1231102e-05
layer1.0.conv3,6.029728e-06,6.029728e-06,6.029728e-06,2.4924157e-06,2.4924157e-06,2.4924157e-06,2.4924157e-06,2.4924157e-06,2.4924157e-06,2.4924157e-06
layer1.0.bn3,4.113959e-06,4.113959e-06,4.113959e-06,2.1204542e-06,2.1204542e-06,2.1204542e-06,2.1204542e-06,2.1204542e-06,2.1204542e-06,2.1204542e-06
layer1.0.relu,3.4208506e-06,3.4208506e-06,3.4208506e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06,1.7657003e-06
layer1.0.down_sample_layer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.down_sample_layer.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.down_sample_layer.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.1,1.3590561e-06,1.3590561e-06,1.3590561e-06,8.487405e-09,8.487405e-09,8.487405e-09,2.36278e-06,2.36278e-06,2.36278e-06,2.36278e-06
layer1.1.conv1,4.1274972e-05,4.1274972e-05,4.1274972e-05,5.6948687e-05,5.6948687e-05,5.6948687e-05,5.6948687e-05,5.6948687e-05,5.6948687e-05,5.6948687e-05
layer1.1.bn1,5.6527628e-05,5.6527628e-05,5.6527628e-05,8.108633e-05,8.108633e-05,8.108633e-05,8.108633e-05,8.108633e-05,8.108633e-05,8.108633e-05
layer1.1.conv2,2.3346634e-05,2.3346634e-05,2.3346634e-05,3.9376006e-05,3.9376006e-05,3.9376006e-05,4.1718107e-05,4.1718107e-05,4.1718107e-05,4.1718107e-05
layer1.1.bn2,1.9975e-05,1.9975e-05,1.9975e-05,3.8202204e-05,3.8202204e-05,3.8202204e-05,3.9130617e-05,3.9130617e-05,3.9130617e-05,3.9130617e-05
layer1.1.conv3,6.72233e-06,6.72233e-06,6.72233e-06,4.473408e-06,4.473408e-06,4.473408e-06,5.7371326e-06,5.7371326e-06,5.7371326e-06,5.7371326e-06
layer1.1.bn3,4.8972597e-06,4.8972597e-06,4.8972597e-06,3.2083517e-06,3.2083517e-06,3.2083517e-06,5.66135e-06,5.66135e-06,5.66135e-06,5.66135e-06
layer1.1.relu,1.3590561e-06,1.3590561e-06,1.3590561e-06,8.487405e-09,8.487405e-09,8.487405e-09,2.36278e-06,2.36278e-06,2.36278e-06,2.36278e-06
layer1.2,1.08560525e-05,1.08560525e-05,1.08560525e-05,9.382304e-06,2.607314e-06,2.607314e-06,1.0530515e-05,3.9509287e-06,3.9509287e-06,3.9509287e-06
layer1.2.conv1,1.7432336e-05,1.7432336e-05,1.7432336e-05,4.457441e-06,4.457441e-06,4.457441e-06,1.39886615e-05,1.39886615e-05,1.39886615e-05,1.39886615e-05
layer1.2.bn1,2.4692505e-05,2.4692505e-05,2.4692505e-05,7.739043e-06,4.9343507e-05,4.9343507e-05,6.778961e-05,6.778961e-05,6.778961e-05,6.778961e-05
layer1.2.conv2,3.567504e-05,3.567504e-05,3.567504e-05,1.6482329e-05,5.050552e-05,5.050552e-05,9.497482e-05,0.00012392379,0.00012392379,0.00012392379
layer1.2.bn2,3.4857323e-05,3.4857323e-05,3.4857323e-05,1.3890545e-05,4.4229135e-05,4.4229135e-05,8.960624e-05,0.00011418903,0.00011418903,0.00011418903
layer1.2.conv3,1.3476838e-05,1.3476838e-05,1.3476838e-05,1.3060653e-05,5.313461e-06,5.313461e-06,1.0053645e-05,1.9576131e-05,1.9576131e-05,1.9576131e-05
