pt_ms,pt_tf,ms_tf
0.88293767,-100,-100
0.883488,-100,-100
0.8818837,-100,-100
0.88033044,-100,-100
0.87797624,-100,-100
0.87266433,-100,-100
0.8727965,-100,-100
0.8881634,-100,-100
0.8953351,-100,-100
0.92847204,-100,-100
0.9281215,-100,-100
0.9186229,-100,-100
0.91821146,-100,-100
0.91884303,-100,-100
0.95386857,-100,-100
0.90926504,-100,-100
0.9184447,-100,-100
0.9234603,-100,-100
0.9314875,-100,-100
0.9268549,-100,-100
