mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success,mut_types
7.709726e-05,-100,-100,0.001179546,0.09127434,,"True,True,True,True","LD,LS,RA,LC"
6.925053e-05,-100,-100,0.0011499285,0.10492321,0.10454585,"True,True,True,True","RA,NAI,NAI,WS"
7.310279e-05,-100,-100,0.0010577451,0.09643755,0.096469864,"True,True,True,True","NS,LD,WS,GF"
6.175436e-05,-100,-100,0.0008876456,0.098900214,0.09889742,"False,False,True,True","LC,LC,LD,WS"
0.054271106,-100,-100,0.8635603,0.09988974,0.09943183,"True,True,True,True","NS,NS,LA,NS"
2.747829e-05,-100,-100,0.00092549605,0.09983324,0.09965019,"True,True,True,True","GF,LD,RA,GF"
0.0005066563,-100,-100,0.03611914,0.0987029,0.098450735,"True,True,True,True","NEB,NS,LS,GF"
0.00044526806,-100,-100,0.03493666,0.0981812,0.0988725,"True,True,True,True","NEB,AFRM,RA,GF"
,-100,-100,,0.0913624,,"True,True,True,True","AFRM,AFRM,RA,AFRM"
,-100,-100,,0.09054275,,"True,True,True,False","NS,NEB,LD,LC"
,-100,-100,,0.08902145,,"True,True,True,True","NAI,RA,GF,NAI"
,-100,-100,,0.08224407,,"True,True,True,True","LD,GF,LD,NAI"
,-100,-100,,0.08222355,,"True,True,True,True","NEB,NEB,LD,NAI"
,-100,-100,,0.08163655,,"True,True,True,True","LA,GF,LS,NEB"
,-100,-100,,0.0811145,,"True,True,True,True","LC,LS,LD,NS"
,-100,-100,,0.08114807,,"True,True,True,True","NS,LS,RA,LD"
,-100,-100,,0.080002055,,"True,True,True,True","LC,GF,AFRM,NEB"
,-100,-100,,0.08161541,,"False,True,True,True","LC,NEB,LC,LA"
,-100,-100,,0.17228344,,"True,True,True,True","LS,AFRM,RA,NAI"
,-100,-100,,0.17443332,,"True,True,True,True","LD,LC,RA,RA"
,-100,-100,,0.17293867,,"True,True,True,True","AFRM,LA,GF,LC"
,-100,-100,,0.1805381,,"True,True,True,True","NEB,RA,LD,NS"
,-100,-100,,0.1564566,,"True,True,True,True","NS,NEB,LC,NS"
,-100,-100,,0.1570085,,"True,True,True,True","LD,LS,NAI,NAI"
,-100,-100,,0.16666794,,"True,True,True,True","NS,AFRM,RA,NEB"
