layer_name,0,1,2,3,4,5,6,7,8,9
inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.double_conv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.double_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.double_conv.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.double_conv.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.double_conv.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down1,0.0,1.6233224e-05,1.6233224e-05,0.010153916,0.78025275,0.010610194,0.010610194,0.010610194,0.010610194,0.7867321
down1.maxpool_conv,0.0,1.6233224e-05,1.6233224e-05,0.010153916,0.78025275,0.010610194,0.010610194,0.010610194,0.010610194,0.7867321
down1.maxpool_conv.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down1.maxpool_conv.1,0.0,1.6233224e-05,1.6233224e-05,0.010153916,0.78025275,0.010610194,0.010610194,0.010610194,0.010610194,0.7867321
down1.maxpool_conv.1.double_conv,0.0,1.6233224e-05,1.6233224e-05,0.010153916,0.78025275,0.010610194,0.010610194,0.010610194,0.010610194,0.7867321
down1.maxpool_conv.1.double_conv.0,0.0,1.1784352e-05,1.1784352e-05,1.07089945e-05,1.174631e-05,1.174631e-05,1.174631e-05,1.174631e-05,1.174631e-05,1.4943638e-05
down1.maxpool_conv.1.double_conv.1,0.0,1.7471186e-05,1.7471186e-05,0.0072926306,0.9987002,0.007988728,0.007988728,0.007988728,0.007988728,0.99692774
down1.maxpool_conv.1.double_conv.2,0.0,4.082981e-05,4.082981e-05,0.015761686,0.968365,0.017053451,0.017053451,0.017053451,0.017053451,0.9691978
down1.maxpool_conv.1.double_conv.3,0.0,1.6233224e-05,1.6233224e-05,0.010153916,0.78025275,0.010610194,0.010610194,0.010610194,0.010610194,0.7867321
down2,0.0,3.763115e-05,1.1801734e-05,0.03911456,1.7190673,0.03430862,0.03430862,0.03430862,0.03430862,1.7239525
down2.maxpool_conv,0.0,3.763115e-05,1.1801734e-05,0.03911456,1.7190673,0.03430862,0.03430862,0.03430862,0.03430862,1.7239525
down2.maxpool_conv.0,0.0,1.6233207e-05,1.6233207e-05,0.010153921,0.780252,0.010610191,0.010610191,0.010610191,0.010610191,0.7867317
