,layer_name,0,1,2,3,4,5,6,7,8,9
0,resnet.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,resnet.bn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,resnet.relu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,resnet.maxpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,resnet.layer1.0.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,resnet.layer1.0.bn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,resnet.layer1.0.conv2,0.0,0.0,0.015258014,0.015275724,0.015271679,0.015243996,0.015280873,0.015243556,0.015248109,0.015266694
7,resnet.layer1.0.bn2,0.0,0.0,0.014276333,0.014120884,0.0143319,0.014700994,0.014431313,0.014285013,0.01441545,0.014370084
8,resnet.layer1.0.conv3,0.0,0.0,0.0071413424,0.0071292715,0.0070942556,0.0071053747,0.007156482,0.007091094,0.0071080485,0.0071953908
9,resnet.layer1.0.bn3,0.0,0.0,0.0459658,0.045682788,0.045462787,0.045637608,0.04604099,0.045541868,0.045750394,0.046361044
10,resnet.layer1.0.relu,0.0,0.040953636,0.019935362,0.019946486,0.019985937,0.020106219,0.10411783,0.103924155,0.10409731,0.10381494
11,resnet.layer1.0.downsample.0,0.0,0.0026872847,0.0027027298,0.0026964825,0.0026970385,0.0026945118,0.0026908778,0.0026760371,0.0026789205,0.0026856428
12,resnet.layer1.0.downsample.1,0.0,0.05834301,0.058322713,0.058262423,0.058256924,0.058452554,0.058238596,0.058142602,0.058413915,0.058104888
13,resnet.layer1.1.conv1,0.0,0.006191898,0.007702153,0.0075674616,0.0075809285,0.00756941,0.009838618,0.010074601,0.009992905,0.009892035
14,resnet.layer1.1.bn1,0.0,0.045090795,0.071274415,0.06886083,0.06787264,0.0696173,0.2291336,0.22526255,0.22848555,0.23112395
15,resnet.layer1.1.conv2,0.0,0.030894242,0.03539763,0.034227036,0.03447214,0.03434618,0.08270259,0.08160335,0.08232705,0.08291456
16,resnet.layer1.1.bn2,0.0,0.15186001,0.18195058,0.17754062,0.17761035,0.17795143,0.43735424,0.43371722,0.43714988,0.43973896
17,resnet.layer1.1.conv3,0.0,0.0062810597,0.008464514,0.008263628,0.008404588,0.008308543,0.012440769,0.012388034,0.012336122,0.012182919
18,resnet.layer1.1.bn3,0.0,0.043156564,0.06082268,0.059456695,0.0604449,0.059799943,0.086863875,0.08651069,0.086190276,0.085144386
19,resnet.layer1.1.relu,0.0,0.05005064,0.03868924,0.03804013,0.038385004,0.038297288,0.024629489,0.024506055,0.024791703,0.024262577
20,resnet.layer1.2.conv1,0.0,0.020275861,0.027603049,0.027273815,0.02736812,0.027282357,0.0173348,0.017206933,0.017590467,0.017297633
21,resnet.layer1.2.bn1,0.0,0.10578741,0.10832946,0.10649176,0.10416272,0.112207696,0.020897016,0.020823374,0.02422896,0.022861958
22,resnet.layer1.2.conv2,0.0,0.003035713,0.009303961,0.009260993,0.008896377,0.010821212,0.006683361,0.0068294704,0.0065246075,0.0060777254
23,resnet.layer1.2.bn2,0.0,0.09563169,0.12589082,0.12631646,0.12545213,0.14155877,0.05405745,0.055398285,0.05623007,0.06207958
24,resnet.layer1.2.conv3,0.0,0.0019747904,0.00033704005,0.00041936152,0.00050048716,0.0010831235,0.0060686953,0.006020829,0.005956417,0.005994118
25,resnet.layer1.2.bn3,0.0,0.008669831,0.0022000074,0.0016702116,0.0009993836,0.0032227114,0.031711362,0.031288035,0.030660331,0.031542763
26,resnet.layer1.2.relu,0.0,0.033064872,0.023268178,0.022312209,0.022162616,0.02177751,0.0038291514,0.003742382,0.13164254,0.1317315
27,resnet.layer2.0.conv1,0.0,0.017284539,0.015196469,0.015001971,0.015162673,0.014653731,0.012811597,0.012755148,0.039863244,0.04012324
28,resnet.layer2.0.bn1,0.0,0.12309176,0.14088151,0.13989975,0.13753965,0.139619,0.07512766,0.07368894,0.10941127,0.18004732
29,resnet.layer2.0.conv2,0.0,0.03521665,0.03504896,0.033955596,0.03351019,0.03704178,0.020861134,0.020742469,0.014666015,0.039995145
30,resnet.layer2.0.bn2,0.0,0.15057462,0.15363488,0.15015632,0.14857507,0.16110271,0.114774376,0.11491346,0.07293138,0.1512973
31,resnet.layer2.0.conv3,0.0,0.0075205564,0.01160065,0.011357191,0.011276947,0.0112135,0.010090457,0.009979495,0.0010483572,0.007741462
32,resnet.layer2.0.bn3,0.0,0.053640872,0.07956801,0.07809247,0.07810813,0.077837564,0.06950712,0.06914727,0.011683792,0.05563554
33,resnet.layer2.0.relu,0.07300862,0.10491851,0.1056201,0.10569739,0.10579469,0.1053973,0.105367534,0.10599205,0.107702024,0.11505959
34,resnet.layer2.0.downsample.0,0.0,0.0013530031,0.002914019,0.0031442977,0.0031326376,0.0031387806,0.008083284,0.0079923235,0.04433441,0.044463772
35,resnet.layer2.0.downsample.1,0.0,0.03499879,0.039946347,0.041014314,0.040860415,0.04532571,0.06843068,0.07028584,0.21031207,0.20976566
36,resnet.layer2.1.conv1,0.03842569,0.04686298,0.048172552,0.048248246,0.04827407,0.04772686,0.047684364,0.04803635,0.049429882,0.05201571
37,resnet.layer2.1.bn1,0.14839974,0.18014391,0.18530633,0.18553443,0.18562396,0.18344024,0.18315837,0.18445638,0.19114009,0.20243815
38,resnet.layer2.1.conv2,0.033152945,0.04020191,0.042501435,0.042488243,0.042567972,0.04213008,0.041866083,0.04203856,0.043905318,0.045965787
39,resnet.layer2.1.bn2,0.12273556,0.14825204,0.15482919,0.15480237,0.15525137,0.15432018,0.15283987,0.15340595,0.15946098,0.16533712
40,resnet.layer2.1.conv3,0.007927583,0.009335908,0.009521288,0.00953469,0.009547483,0.009618705,0.00943199,0.009456815,0.009270939,0.009740321
41,resnet.layer2.1.bn3,0.06572359,0.07806714,0.07974775,0.0798708,0.08002837,0.08015003,0.07893529,0.07905817,0.07767136,0.080926925
42,resnet.layer2.1.relu,0.081707336,0.10702829,0.10805943,0.10820718,0.10833323,0.1079969,0.10696375,0.107525,0.107454196,0.1148982
43,resnet.layer2.2.conv1,0.049688283,0.05490287,0.055497915,0.05559066,0.05547388,0.054920554,0.054811373,0.05524675,0.054994605,0.057743385
44,resnet.layer2.2.bn1,0.19654472,0.21816668,0.22029115,0.22064757,0.22022459,0.2183254,0.21727684,0.2186084,0.21783371,0.23006377
45,resnet.layer2.2.conv2,0.022303864,0.024292497,0.02353784,0.023683134,0.023444448,0.022922909,0.023221549,0.023360511,0.024392582,0.026381407
46,resnet.layer2.2.bn2,0.11383909,0.123022944,0.11901277,0.11989464,0.118703336,0.116656475,0.1175596,0.11814876,0.12418878,0.13265361
47,resnet.layer2.2.conv3,0.007349511,0.007743902,0.007654337,0.007711595,0.007645732,0.007352397,0.0075605316,0.007621168,0.007694905,0.007946815
48,resnet.layer2.2.bn3,0.059521735,0.06284472,0.062315557,0.06281685,0.062243037,0.060014863,0.061449714,0.06201249,0.062308647,0.06446996
49,resnet.layer2.2.relu,0.08635401,0.1051177,0.10610668,0.10620954,0.10612021,0.10540311,0.10497763,0.10562129,0.1064086,0.11178474
50,resnet.layer2.3.conv1,0.051052663,0.05670198,0.056573246,0.056484405,0.056350894,0.056129392,0.05651168,0.056778513,0.056297168,0.059241496
51,resnet.layer2.3.bn1,0.21832019,0.24091724,0.23904759,0.23861364,0.23797017,0.2372034,0.23859131,0.23976082,0.23779672,0.25105402
52,resnet.layer2.3.conv2,0.041283686,0.042362172,0.043129556,0.044086464,0.043620348,0.04331617,0.043221764,0.043625407,0.042712267,0.04478118
53,resnet.layer2.3.bn2,0.2597352,0.26561242,0.27072537,0.27650058,0.2735284,0.27087006,0.27383435,0.27602214,0.2735795,0.28121197
54,resnet.layer2.3.conv3,0.013492004,0.014006336,0.014432406,0.014594881,0.014407159,0.01428099,0.014774542,0.014923815,0.015309665,0.015137959
55,resnet.layer2.3.bn3,0.09681076,0.1003765,0.103702664,0.10497353,0.10359024,0.10271986,0.105987005,0.10703671,0.110054396,0.10870893
56,resnet.layer2.3.relu,0.12506405,0.14159495,0.14448942,0.14530428,0.14470349,0.14354655,0.1442727,0.14534387,0.14750458,0.15057266
57,resnet.layer3.0.conv1,0.047767393,0.053422228,0.05490536,0.054962352,0.05486809,0.053844437,0.054583993,0.054962777,0.05574394,0.056123562
58,resnet.layer3.0.bn1,0.20918234,0.23206475,0.23766255,0.23791525,0.23762968,0.23298778,0.23700224,0.23862743,0.2435134,0.24448068
