mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success
0.88293767,-100,-100,0.04217722,0.0,6.6032953,True
0.883488,-100,-100,0.042257637,0.087552205,6.626719,True
0.8818837,-100,-100,0.040724,0.19063988,6.6176004,True
0.88033044,-100,-100,0.040271983,0.21209554,6.6002173,True
0.87797624,-100,-100,0.04152532,0.5001515,6.6052794,True
0.87266433,-100,-100,0.04035175,0.50975573,6.5933113,True
0.8727965,-100,-100,0.040400494,0.58171165,6.567876,True
0.8881634,-100,-100,0.044245996,0.6310981,6.5746026,True
0.8953351,-100,-100,0.044776134,0.7072731,6.5692267,True
0.92847204,-100,-100,0.045572538,0.7813605,6.5420785,True
0.9281215,-100,-100,0.045437343,0.7542229,6.5645285,True
0.9186229,-100,-100,0.045619186,0.7557572,6.576129,True
0.91821146,-100,-100,0.045717604,0.77217245,6.5434203,True
0.91884303,-100,-100,0.045717604,0.7584154,6.5532694,True
0.95386857,-100,-100,0.043392062,0.75663215,6.545957,True
0.90926504,-100,-100,0.04170932,0.6984898,6.5486975,True
0.9184447,-100,-100,0.04210409,0.719477,6.54718,True
0.9234603,-100,-100,0.041736543,0.76782835,6.5414305,True
0.9314875,-100,-100,0.041801248,0.78192174,6.560933,True
0.9268549,-100,-100,0.04120136,0.85520613,6.556305,True
