mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success,mut_types
0.48544466,0.001371026,0.48491365,0.02366107,3.4820552,19068244.0,"True,True,True,True,True","LD,LS,RA,LC,RA"
1.0797167,0.0019413233,1.0801747,0.03507946,6.6385307,5.116538,"True,True,True,True,True","NAI,NAI,WS,NS,LD"
0.4331382,0.0014663369,0.43345422,0.02060634,7.3792543,5.7097926,"True,True,True,True,True","WS,GF,LC,LC,LD"
0.17888595,0.0008013159,0.17928503,0.020436129,6.313779,5.9147577,"True,True,True,False,True","WS,NS,NS,LA,NS"
0.1686208,0.00018323139,0.16853392,0.005089286,6.328599,5.0123606,"True,True,True,True,True","GF,LD,RA,GF,NEB"
0.17014374,0.00023802742,0.17005926,0.005067427,5.9729185,4.4549985,"True,False,True,True,True","NS,LS,GF,NEB,AFRM"
0.2364856,0.00033712984,0.23631757,0.009179741,6.228446,4.5321302,"True,True,True,True,True","RA,GF,AFRM,AFRM,RA"
0.18038666,0.00067511795,0.18009785,0.015115753,6.1563935,4.6445136,"True,True,True,True,True","AFRM,NS,NEB,LD,LC"
0.22961731,0.0011836172,0.22965086,0.016894966,6.0356092,5.0815372,"True,True,True,True,True","NAI,RA,GF,NAI,LD"
0.2473835,0.001731658,0.24634919,0.017085662,7.057353,6.003221,"True,True,True,True,True","GF,LD,NAI,NEB,NEB"
0.31835285,0.001511535,0.31894973,0.022941161,7.042447,6.1069083,"True,True,True,True,True","LD,NAI,LA,GF,LS"
0.33535782,0.0006576896,0.33492467,0.02841062,7.4973764,5.632663,"True,True,True,True,True","NEB,LC,LS,LD,NS"
0.11829641,0.000701499,0.11849755,0.00931176,6.148417,4.951066,"True,True,True,True,True","NS,LS,RA,LD,LC"
0.44089985,0.0005610585,0.44112396,0.013537655,7.152644,5.318425,"True,True,True,True,True","GF,AFRM,NEB,LC,NEB"
0.706335,0.00932995,0.7025836,0.024326246,9.643149,8.461382,"True,True,True,True,True","LC,LA,LS,AFRM,RA"
0.38173592,0.008467901,0.3856234,0.018784538,7.8556457,14.876172,"True,True,True,True,True","NAI,LD,LC,RA,RA"
0.33810517,0.028191062,0.32261512,0.017489599,7.861619,7.1668015,"True,True,True,True,True","AFRM,LA,GF,LC,NEB"
0.35587606,0.06623265,0.3519671,0.016245475,8.317717,7.854142,"True,True,True,True,True","RA,LD,NS,NS,NEB"
0.70773584,0.0077695968,0.7047103,0.033252254,8.316356,7.8804483,"True,True,True,True,True","LC,NS,LD,LS,NAI"
0.7703223,0.01980167,0.76875925,0.032245427,6.9218497,6.1781435,"True,True,True,True,True","NAI,NS,AFRM,RA,NEB"
1.2997255,0.011075791,1.3006929,0.040413976,7.917506,6.1589746,"True,True,True,False,True","LD,WS,LD,LC,NS"
0.4751891,0.008534962,0.48122683,0.035741344,8.310439,7.3669157,"True,True,True,True,True","NEB,GF,AFRM,NS,LS"
0.5753766,0.026259888,0.5777223,0.033507593,8.414427,7.8147345,"True,True,True,True,True","RA,LD,LS,RA,NAI"
0.740606,0.100622006,0.7419107,0.051357687,8.398244,7.855592,"True,True,True,True,True","LC,LS,NAI,RA,LD"
2.2281322,0.029537277,2.2376204,0.1355161,9.089454,6.725071,"True,True,True,True,True","NEB,NS,AFRM,LC,GF"
3863.1777,30.82713,3883.2585,113.57953,9.823429,6.5609703,"True,True,True,True,True","NAI,WS,AFRM,LS,NAI"
1765.8191,6.7316527,1759.7465,61.83714,14919.974,18813.285,"True,True,True,True,True","NEB,NEB,LD,GF,NEB"
59964.77,287.06818,60094.656,1133.7542,6749.7305,8147.858,"True,True,True,True,True","LC,NAI,LS,NS,LS"
15363.923,239.88998,15357.53,603.4336,80930.06,89488.875,"True,True,True,True,True","GF,WS,AFRM,GF,NEB"
15560.122,138.96518,15554.0,615.8343,83392.57,91970.875,"True,False,True,True,True","GF,AFRM,LS,LC,LC"
13657.381,85.04035,13630.557,545.76807,79489.516,94613.61,"True,True,True,True,True","LS,NAI,GF,AFRM,WS"
9704.4795,86.190605,9712.872,499.92853,73198.2,81826.516,"True,True,True,True,True","LC,WS,NEB,NEB,LD"
9744.848,38.738037,9718.529,501.55096,67507.24,73071.98,"True,False,False,False,True","NEB,AFRM,RA,LS,LC"
4788.2515,25.925537,4795.156,311.57883,38115.25,39668.79,"False,True,True,True,True","AFRM,LD,LC,NAI,WS"
67601.42,341.2125,67447.56,4296.979,28188.275,30562.416,"True,True,True,True,False","NAI,LA,NEB,GF,AFRM"
3517434.0,14483.144,3529731.8,370378.62,5538691.0,455073.3,"True,True,False,True,False","LA,NEB,AFRM,GF,AFRM"
2434830.0,30064.865,2458270.5,259374.38,5535774.5,2578781.0,"False,True,True,True,True","AFRM,LC,NAI,GF,LD"
2665624.2,27769.77,2680835.0,233980.0,12117581.0,1885013.0,"True,False,True,True,True","LD,WS,NEB,GF,WS"
2456459.8,19154.05,2471203.0,216615.75,10381858.0,9264998.0,"True,True,False,False,False","NAI,GF,RA,AFRM,LS"
1907218.1,15860.588,1920181.5,189879.81,10295238.0,9345805.0,"True,True,True,True,True","WS,LD,GF,NEB,NAI"
