mstorch_pt_ms,mstorch_pt_tf,mstorch_ms_tf,mstorch_lasttwo_dist,ms_distance,torch_distance,if_success,mut_types
4.6607038e-05,-100,-100,4.0711384e-05,0.03973774,39.5711,"True,False,True,True","LD,LS,RA,LC"
5.2455955e-05,-100,-100,4.556547e-05,0.20787616,0.11705662,"True,True,True,True","RA,NAI,NAI,WS"
5.475194e-05,-100,-100,1.2714118e-05,0.2654393,0.2654415,"True,True,True,True","NS,LD,WS,GF"
7.26721e-05,-100,-100,1.3966168e-05,0.31666768,0.2948529,"True,True,True,True","LC,LC,LD,WS"
9.8273005e-05,-100,-100,1.7960216e-05,0.2928659,0.29258543,"True,True,True,True","NS,NS,LA,NS"
0.0007582378,-100,-100,0.0008268886,0.3296194,0.32959214,"True,True,True,True","GF,LD,RA,GF"
0.0007748513,-100,-100,0.0008670015,0.33589953,0.32925135,"True,True,True,True","NEB,NS,LS,GF"
,-100,-100,,0.38167563,0.3777365,"True,True,True,True","NEB,AFRM,RA,GF"
,-100,-100,,,1.7252827,"True,True,True,True","AFRM,AFRM,RA,AFRM"
0.36224195,-100,-100,0.26995626,,1.6400265,"True,True,True,True","NS,NEB,LD,LC"
1.0403768,-100,-100,0.995789,0.80029523,0.899024,"True,True,True,True","NAI,RA,GF,NAI"
1.7050744,-100,-100,1.707363,0.7994202,1.8148777,"True,True,True,True","LD,GF,LD,NAI"
0.7658986,-100,-100,0.7768532,0.5580033,1.4183073,"True,True,True,True","NEB,NEB,LD,NAI"
1.4693626,-100,-100,1.541009,0.42685047,0.87476885,"True,True,True,True","LA,GF,LS,NEB"
3.0071964,-100,-100,3.1644342,0.9313176,1.6161817,"True,False,True,True","LC,LS,LD,NS"
0.14041924,-100,-100,0.13671044,0.93112886,2.468351,"True,True,True,True","NS,LS,RA,LD"
0.23063846,-100,-100,0.22384372,0.85725164,1.0297704,"True,True,True,True","LC,GF,AFRM,NEB"
0.23992857,-100,-100,0.23349334,0.81769717,1.110491,"False,True,True,True","LC,NEB,LC,LA"
0.511723,-100,-100,0.5031979,0.91530895,1.1397411,"True,True,True,True","LS,AFRM,RA,NAI"
0.6109576,-100,-100,0.5476518,0.91142833,2.4224002,"True,True,True,True","LD,LC,RA,RA"
0.6971104,-100,-100,0.62418145,0.75147057,2.2557478,"True,True,True,True","AFRM,LA,GF,LC"
0.16847232,-100,-100,0.11179052,0.7204846,16.968231,"True,True,True,True","NEB,RA,LD,NS"
0.18469147,-100,-100,0.12805946,0.8456254,16.356045,"True,True,True,True","NS,NEB,LC,NS"
0.18262875,-100,-100,0.12939984,0.79661715,16.38294,"True,True,True,True","LD,LS,NAI,NAI"
2.504479,-100,-100,1.4298756,0.7399914,19.415407,"True,True,True,True","NS,AFRM,RA,NEB"
