pt_ms,pt_tf,ms_tf
1.3549053e-05,7.482275e-06,1.4266617e-05
1.1478095e-05,9.43791e-06,8.168714e-06
1.1931421e-05,1.0196503e-05,8.684734e-06
1.07826445e-05,1.005784e-05,1.1156088e-05
1.0722567e-05,9.993592e-06,1.1159551e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.993592e-06,1.1159551e-05
1.0722567e-05,9.993592e-06,1.1159551e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.989291e-06,1.1161652e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.989291e-06,1.1161652e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
1.0722567e-05,9.992933e-06,1.1166258e-05
