layer_name,0,1,2,3,4,5,6,7,8,9
conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1,1.984962e-05,1.984962e-05,,,,,,,,
layer1.0,1.5077574e-05,1.5077574e-05,,,,,,,,
layer1.0.conv1,0.0,0.0,5.729813e-06,5.729813e-06,5.729813e-06,5.729813e-06,5.729813e-06,5.729813e-06,5.729813e-06,5.729813e-06
layer1.0.bn1,0.0,0.0,,,,,,,,
layer1.0.conv2,0.0,0.0,,,,,,,,
layer1.0.bn2,7.752846e-06,7.752846e-06,,,,,,,,
layer1.0.conv3,1.0441554e-05,1.0441554e-05,,,,,,,,
layer1.0.bn3,1.3918187e-05,1.3918187e-05,,,,,,,,
layer1.0.relu,1.5077574e-05,1.5077574e-05,,,,,,,,
layer1.0.downsample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.downsample.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.0.downsample.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer1.1,2.3560373e-05,2.3560373e-05,,,,,,,,
layer1.1.conv1,6.81058e-06,6.81058e-06,,,,,,,,
layer1.1.bn1,1.2639866e-05,1.2639866e-05,,,,,,,,
layer1.1.conv2,1.8092651e-06,1.8092651e-06,,,,,,,,
layer1.1.bn2,2.7301721e-06,2.7301721e-06,,,,,,,,
layer1.1.conv3,1.7001221e-06,1.7001221e-06,,,,,,,,
layer1.1.bn3,9.0901085e-06,9.0901085e-06,,,,,,,,
layer1.1.relu,2.3560373e-05,2.3560373e-05,,,,,,,,
layer1.2,1.984962e-05,1.984962e-05,,,,,,,,
layer1.2.conv1,1.4616802e-05,1.4616802e-05,,,,,,,,
layer1.2.bn1,1.7029888e-05,1.7029888e-05,,,,,,,,
layer1.2.conv2,1.1639495e-05,1.1639495e-05,,,,,,,,
layer1.2.bn2,1.6870494e-05,1.6870494e-05,,,,,,,,
layer1.2.conv3,2.0002317e-06,2.0002317e-06,,,,,,,,
layer1.2.bn3,2.8626164e-06,2.8626164e-06,,,,,,,,
layer1.2.relu,1.984962e-05,1.984962e-05,,,,,,,,
layer2,3.3117325e-05,2.86322e-05,,,,,,,,
layer2.0,1.20728e-05,1.20779805e-05,,,,,,,,
layer2.0.conv1,1.0282143e-05,1.0282143e-05,,,,,,,,
layer2.0.bn1,1.125432e-05,1.125432e-05,,,,,,,,
layer2.0.conv2,6.8510344e-06,6.8510344e-06,,,,,,,,
layer2.0.bn2,8.166797e-06,8.134826e-06,,,,,,,,
layer2.0.conv3,2.190809e-06,2.159435e-06,,,,,,,,
layer2.0.bn3,7.5195785e-06,7.362127e-06,,,,,,,,
layer2.0.relu,1.20728e-05,1.20779805e-05,,,,,,,,
layer2.0.downsample,1.0648364e-07,1.0648364e-07,,,,,,,,
layer2.0.downsample.0,9.204341e-07,9.204341e-07,,,,,,,,
layer2.0.downsample.1,1.0648364e-07,1.0648364e-07,,,,,,,,
layer2.1,4.297412e-05,4.1766172e-05,,,,,,,,
layer2.1.conv1,3.1608204e-05,3.1276188e-05,,,,,,,,
layer2.1.bn1,2.766923e-05,2.7375398e-05,,,,,,,,
layer2.1.conv2,8.2927363e-07,4.432479e-06,,,,,,,,
layer2.1.bn2,7.4041236e-07,7.744187e-06,,,,,,,,
layer2.1.conv3,9.880754e-06,8.480349e-06,,,,,,,,
layer2.1.bn3,1.2640157e-07,1.8476567e-06,,,,,,,,
layer2.1.relu,4.297412e-05,4.1766172e-05,,,,,,,,
layer2.2,3.1799107e-05,2.9966894e-05,,,,,,,,
layer2.2.conv1,1.2415807e-05,1.3583969e-05,,,,,,,,
layer2.2.bn1,1.52112625e-05,1.717867e-05,,,,,,,,
layer2.2.conv2,2.3027047e-05,2.2224516e-05,,,,,,,,
layer2.2.bn2,3.9945942e-05,3.8408583e-05,,,,,,,,
layer2.2.conv3,5.926462e-06,5.913489e-06,,,,,,,,
layer2.2.bn3,1.9376388e-05,1.844535e-05,,,,,,,,
layer2.2.relu,3.1799107e-05,2.9966894e-05,,,,,,,,
layer2.3,3.3117325e-05,2.86322e-05,,,,,,,,
layer2.3.conv1,2.8089162e-05,2.7277027e-05,,,,,,,,
layer2.3.bn1,3.2476077e-05,3.0917683e-05,,,,,,,,
layer2.3.conv2,2.6718304e-05,1.8742347e-05,,,,,,,,
layer2.3.bn2,5.2056566e-05,3.4393815e-05,,,,,,,,
layer2.3.conv3,1.2084271e-05,1.1586502e-05,,,,,,,,
layer2.3.bn3,4.724087e-05,4.5491885e-05,,,,,,,,
layer2.3.relu,3.3117325e-05,2.86322e-05,,,,,,,,
layer3,5.762126e-05,5.8491307e-05,,,,,,,,
